철도운영기관명,선명,역명,지번주소,도로명주소,x,y,lng,lat
코레일,1호선,가능,경기도 의정부시 가능동 197-1,경기도 의정부시 평화로 633,959850.319275015,1972172.21997673,127.04425488256157,37.74830453177414
코레일,1호선,가산디지털단지,서울특별시 금천구 가산동 468-4,서울특별시 금천구 벚꽃로 309,945373.187084844,1942740.79273499,126.8821292679693,37.482290208291715
코레일,1호선,간석,인천광역시 남동구 간석4동 762번지,인천광역시 남동구 석정로 522-14,928718.830404383,1940940.50460943,126.69394520014983,37.46492934238004
코레일,1호선,개봉,서울특별시 구로구 개보동 415,서울특별시 구로구 경인로40길 47,943348.199060256,1944111.47564818,126.85912086596622,37.494522342859305
코레일,1호선,관악,경기도 안양시 만악구 석수동 101-16,경기도 안양시 만안구 경수대로1273번길 46,947714.862265487,1935684.0059198,126.909114606071,37.41882108306657
코레일,1호선,광명,경기도 광명시 일직동 276-1,경기도 광명시 광명역로 21,945567.548846608,1935422.94847549,126.88486786277042,37.41634432250772
코레일,1호선,광운대,노원구 월계동 85,노원구 석계로 98-2,961288.243249692,1958354.666109,127.06131067210545,37.62382729016452
코레일,1호선,구로,서울특별시 구로구 구로동 585-3,서울특별시 구로구 구로중앙로 174,945340.922821272,1944965.29412694,126.88159906775127,37.502338069008005
코레일,1호선,구일,서울시 구로구 구로1동 642-7,서울시 구로구 구일로 133,944278.263105146,1944298.51435751,126.86962755039488,37.496264753860096
코레일,1호선,군포,경기도 군포시 당동 134-1,경기도 군포시 군포역1길 27  ,951156.626442741,1928479.0919288,126.94848489419664,37.35406816570105
코레일,1호선,금정,경기도 군포시 금정동 613 금정역,경기도 군포시 군포로 750(금정동),950716.653443351,1930504.44293082,126.94338232493723,37.37230029880159
코레일,1호선,금천구청,서울특별시 금천구 시흥대로63길 91  ,서울특별시 금천구 시흥대로63길 91  ,946420.134066467,1939860.89253798,126.89417994281222,37.45639439998842
코레일,1호선,남영,서울특별시 용산구 갈월동 96-1,서울특별시 용산구 한강대로77길 25  ,953296.117466241,1949145.99411257,126.97133279749819,37.540456630624945
코레일,1호선,노량진,서울특별시 동작구 노량진동 67-2,서울특별시 동작구 노량진로 151  ,950777.519659462,1946243.2516713,126.94301915776431,37.51416256632775
코레일,1호선,녹양,경기도 의정부시 녹양동 96-1,경기도 의정부시 평화로 757,959678.051013766,1973407.87860974,127.04223088422059,37.759433933023175
코레일,1호선,녹천,서울특별시 도봉구 창동 57-11,서울특별시 도봉구 덕릉로 376,960385.228829452,1960781.36501788,127.050946211386,37.64566108401932
코레일,1호선,당정,경기도 군포시 당정동 938번지,경기도 군포시 당정역로 91,951138.22798915,1927412.815336,126.94834748245172,37.344456336172684
코레일,1호선,대방,서울특별시 영등포구 신길동 1368-3,서울특별시 영등포구 여의대방로 300,949299.993342537,1946159.55372186,126.92630662357855,37.51332815987521
코레일,1호선,덕계,경기도 양주시 덕계동 209-5,경기도 양주시 덕계로 126,960971.61209456,1979966.91477792,127.05656294799137,37.81860634737082
코레일,1호선,덕정,경기도 양주시 덕정동 350-14,경기도 양주시 화합로 1356,961447.510266067,1982791.24258897,127.0618193941078,37.84408194814186
코레일,1호선,도봉,서울시 도봉구 도봉2동 639,서울특별시 도봉구 도봉로 170길 2,959946.712871475,1964633.5748,127.0457640262617,37.68036253929186
코레일,1호선,도봉산,서울특별시 도봉구 도봉동 301-5,서울특별시 도봉구 도봉로 948,959984.580505988,1965585.21729666,127.04614120191503,37.688941441991105
코레일,1호선,도원,인천광역시 동구 창영동 179-1번지,인천광역시 동구 참외전로 245번지,924162.92710276,1941414.65432586,126.64238288111028,37.46884008340661
코레일,1호선,도화,도화동 668,인천광역시 미추홀구 숙골로 24번길 9,926463.18375286,1941093.42866817,126.66842526997794,37.4661308778177
코레일,1호선,독산,서울특별시 금천구 가산동 717,서울특별시 금천구 벚꽃로115,946014.951391187,1940925.50584079,126.88952082790136,37.465966413166974
코레일,1호선,동두천,경기도 동두천시 동두천동 245-31,경기도 동두천시 평화로 2687(동두천역),960887.387482169,1992081.17140279,127.05494966473913,37.927786387647664
코레일,1호선,동두천중앙,경기도 동두천시 생연동 726-3,경기도 동두천시 동두천로 228,960986.972934471,1989197.95956134,127.05623892267494,37.901804971546056
코레일,1호선,동암,인천 부평구 십정2동474-1,인천부평구 동암광장로 10,929519.817597703,1941639.4765598,126.70293515207561,37.47129049982974
코레일,1호선,동인천,인천광역시 중구 인현동 1-613,인천광역시 중구 참외전로 121 ,923153.353174387,1942229.08005974,126.63088213486283,37.476096823558734
코레일,1호선,두정,충청남도 천안시 서북구 두정동 84-1,충청남도 천안시 서북구 두정로 289  ,968701.509793304,1870587.99671996,127.14900378039778,36.83298887888351
코레일,1호선,망월사,경기도 의정부시 호원동 50-5,경기도 의정부시 평화로 221,960100.858762059,1967987.42885946,127.04732836723005,37.71059783253638
코레일,1호선,명학,경기도 안양시 안양6동 383-1,경기도 안양시 만안구 만안로 20,950005.84317695,1931941.96912275,126.93525747113024,37.38521926273435
코레일,1호선,방학,서울시 도봉구 도봉로 150다길 3,서울시 도봉구 방학동 728,959820.489370048,1963030.6317634,127.04442093207766,37.66590950595449
코레일,1호선,배방,충청남도 아산시 배방읍 구령리 148-2,충청남도 아산시 배방읍 온천대로 1967  ,960103.258748242,1864475.12788835,127.05290174357008,36.777560974120135
코레일,1호선,백운,인천광역시 부평구 십정동 541-1,인천광역시 부평구 마장로 55번길 14,929914.652879891,1942960.41291607,126.70727422327134,37.483225917998034
코레일,1호선,병점,경기도 화성시 진암동 824-1,경기도 화성시 떡전골로 97,958588.468132495,1912101.96849274,127.03331113138701,37.20681113756555
코레일,1호선,보산,경기도 동두천시 보산동 422,경기도 동두천시 평화로 2539,961081.159065804,1990587.46335968,127.05723519082918,37.914332285949904
코레일,1호선,봉명,봉명동 20-2,충청남도 천안시 동남구 차돌로 51,967515.393010587,1867070.70820037,127.13585256983117,36.801242181054256
코레일,1호선,부개,인천광역시 부평구 부개동 468,인천광역시 부평구 수변로 22  ,932856.947942685,1943520.81674222,126.74050025262487,37.48849537637182
코레일,1호선,부천,경기도 부천시 소사구 심곡본동 316-2,경기도 부천시 부천로 1,936579.355444602,1942997.0949318,126.78264890931825,37.48403825867633
코레일,1호선,부평,인천광역시 부평구 부평동 738-21,인천광역시 부평구 광장로 16,931356.36936999,1943704.23465649,126.72351050850092,37.49003816050354
코레일,1호선,서동탄,경기도 오산시 외삼미로 242,경기도 오산시 외삼미로 15번길 75-60,960255.523896748,1910882.64700658,127.05216248478943,37.19589288411099
