철도운영기관명,선명,역명,지번주소,도로명주소,x,y,lng,lat
서울교통공사,2호선,강남,서울특별시 강남구 역삼동 858 강남역(2호선),서울특별시 강남구 강남대로 396,958307.262586959,1944427.77368496,127.02832263883475,37.49817007074474
서울교통공사,2호선,강변(동서울터미널),서울특별시 광진구 구의동 546-6 강변역(2호선),서울특별시 광진구 강변역로 53(구의동),964189.260209394,1948504.98227089,127.09466635343458,37.5351665923439
서울교통공사,2호선,건대입구,서울특별시 광진구 화양동 7-3 2호선 건대입구역(2호선),서울특별시 광진구 아차산로 243(화양동),961938.804402788,1949098.10728428,127.06916383673617,37.54042246292403
서울교통공사,2호선,교대(법원·검찰청),서울특별시 서초구 서초동 1748-4 교대역(2호선),서울특별시 서초구 서초대로 294(서초동),957023.889636057,1943840.53226575,127.01383839646901,37.49281819747957
서울교통공사,2호선,구로디지털단지,서울특별시 구로구 구로동 810-3 구로디지털단지역(2호선),서울특별시 구로구 도림천로 477(구로동),947058.58393145,1943074.80772245,126.90116738959787,37.485398902036835
서울교통공사,2호선,구의(광진구청),서울특별시 광진구 구의동 245-24 구의역(2호선),서울특별시 광진구 아차산로 384-1(구의동),963439.513445109,1948728.36650147,127.08616921404234,37.53715060655827
서울교통공사,2호선,까치산,서울특별시 강서구 화곡동 662-5,서울특별시 강서구 강서로 54 ,942271.700002895,1948272.2473336,126.84661672815282,37.5319569345109
서울교통공사,2호선,낙성대,서울특별시 관악구 봉천동 1693-39 낙성대역(2호선),서울특별시 관악구 남부순환로 1928(봉천동),952556.106449843,1942116.96495685,126.96341024036758,37.477064389110886
서울교통공사,2호선,당산,서울특별시 영등포구 당산동 6가 323-1 당산역(2호선),서울특별시 영등포구 당산로 229(당산동6가),947250.955580388,1948603.87296417,126.90294641966452,37.53524426342218
서울교통공사,2호선,대림(구로구청),서울특별시 구로구 구로동 1204 대림역(2호선),서울특별시 구로구 도림천로 351(구로동),946514.884119812,1943957.92072072,126.89495358844322,37.49332722747466
서울교통공사,2호선,도림천,서울특별시 구로구 신도림동 323-16 도림천역(2호선),서울특별시 구로구 경인로67길 160(신도림동),945446.910812902,1946307.12621734,126.88269854167228,37.51443844645962
서울교통공사,2호선,동대문역사문화공원,서울특별시 중구 을지로 7가 112-3 동대문역사문화공원역(2호선),서울특별시 중구 을지로 279(을지로7가),956649.981623726,1951916.22430874,127.00913198480256,37.56558927594937
