철도운영기관명,선명,역명,지번주소,도로명주소,환승,x,y,lng,lat
서울9호선,9호선,종합운동장,서울특별시 송파구 잠실동 123,서울특별시 송파구 올림픽로 23,y,962294.390802346,1945828.90819384,127.07335666338908,37.510970556321354
코레일,경강,이매,경기도 성남시 분당구 이매동 127-4,경기도 성남시 분당구 성남대로 738,y,967095.14622679,1933021.46232404,127.1282484316803,37.395713748574856
코레일,경강,판교(판교테크노밸리),경기도 성남시 분당구 백현동 19-2,경기도 성남시 분당구 판교역로 160,y,965554.33536144,1932922.48207143,127.11084567184733,37.39476557021579
코레일,경의중앙,가좌,서울특별시 서대문구 남가좌동 296-12,서울시 서대문구 수색로 27,y,948351.365241103,1952330.29313115,126.915138680379,37.56889323497419
코레일,경의중앙,공덕,서울특별시 마포구 도화동 25-13,서울특별시 마포구 마포대로 92  ,y,951608.111997269,1949386.418051,126.9522102569884,37.54253653104963
코레일,경의중앙,대곡,경기도 고양시 덕양구 대장동 420-1,경기도 고양시 덕양구 대주로 107번길 71-81,y,939104.353296917,1959396.89922815,126.80984523732582,37.6320183890257
코레일,경의중앙,디지털미디어시티,서울 은평구 수색동 37-2,서울특별시 은평구 수색로 193,y,947052.648717248,1953331.58557899,126.90036058181845,37.577844172502935
코레일,경의중앙,망우,서울특별시 중랑구 상봉동 172,서울특별시 중랑구 망우로 55길 11-10,y,964086.089024742,1955644.12767765,127.09314877076113,37.59951009503161
코레일,경의중앙,문산,경기도 파주시 문산읍 문산리 17-14,경기도 파주시 문산읍 문산역로 94,y,937322.879646888,1984114.10719874,126.7875242381092,37.85466481426911
코레일,경의중앙,상봉,서울특별시 중랑구 상봉동 100-46,서울시 중랑구 망우로 297,y,963430.886857065,1955336.25333402,127.0857418656494,37.59670931759148
코레일,경의중앙,서울역,서울특별시 중구 봉래동2가 122-28,서울시 중구 통일로 1,y,953328.957789138,1950874.80346759,126.97159453423042,37.556040413670985
코레일,경의중앙,옥수,서울특별시 성동구 옥수동 168-1,서울특별시 성동구 동호로21,y,957504.434635319,1949182.32126483,127.01896536085478,37.54098770955187
코레일,경의중앙,왕십리,서울특별시 성동구 행당동 168-151,서울특별시 성동구 왕십리광장로 17,y,959227.62473376,1951445.66402687,127.03834485229174,37.56146573169721
코레일,경의중앙,용산,서울특별시 용산구 한강로3가 40-999,서울특별시 용산구 한강대로 23길 55,y,952716.894107349,1947970.44707572,126.96485222663301,37.529831633604346
코레일,경의중앙,이촌,서울특별시 용산구 용산동5가 17-98,서울특별시 용산구 이촌로71길 42,y,953484.345342783,1947122.8414974,126.97359154797473,37.52223099547733
코레일,경의중앙,중랑,서울특별시 중랑구 중화동 73-7,서울특별시 중랑구 중랑역로3길 28  ,y,962472.479763144,1955155.34454506,127.07489449250154,37.59504013260967
코레일,경의중앙,청량리,서울특별시 동대문구 전농동 588-1,서울특별시 동대문구 왕산로 214 청량리역,y,960078.095917323,1953496.49968984,127.0478625111961,37.57998774233119
코레일,경의중앙,홍대입구,서울특별시 마포구 동교동 190-1,서울특별시 마포구 양화로 188,y,949371.52826409,1951053.86777129,126.9267784734071,37.55744532683255
코레일,경의중앙,회기,서울특별시 동대문구 휘경동 317-101,서울특별시 동대문구 회기로 196,y,960984.779986651,1954575.66869783,127.05807342447459,37.589753465908636
코레일,경의중앙,효창공원앞,서울특별시 용산구 용문동 5-157,서울특별시 용산구 원효로 71길 40,y,952449.866317193,1948949.64115589,126.96176671590185,37.53864358795863
코레일,경춘,광운대,서울특별시 노원구 월계동 85,서울특별시 노원구 석계로 98-2,y,961288.243249692,1958354.666109,127.06131067210545,37.62382729016452
코레일,경춘,망우,서울특별시 중랑구 상봉동 172,서울특별시 중랑구 망우로 55길 11-10,y,964086.089024742,1955644.12767765,127.09314877076113,37.59951009503161
코레일,경춘,상봉,서울특별시 중랑구 상봉동 100-46,서울특별시 중랑구 망우로 297,y,963430.886857065,1955336.25333402,127.0857418656494,37.59670931759148
코레일,경춘,신내,서울특별시 중랑구 망우동 320-2,서울특별시 중랑구 신내역로 20,y,964980.977427277,1957118.88925675,127.10321569839073,37.61283705609818
코레일,경춘,중랑,서울특별시 중랑구 중화동 73-7,서울특별시 중랑구 중랑역로 9,y,962546.712422405,1955131.27322115,127.07573659836777,37.5948261967989
코레일,경춘,청량리,서울특별시 동대문구 전농동 588-1,서울특별시 동대문구 왕산로 214,y,960253.590377488,1953508.96622565,127.04984934949113,37.580107702491965
코레일,경춘,회기,서울특별시 동대문구 휘경동 317-101,서울특별시 동대문구 회기로 196,y,960984.779986651,1954575.66869783,127.05807342447459,37.589753465908636
공항철도주식회사,공항철도,검암,인천광역시 서구 검암동 414-204,인천광역시 서구 검바위로 26 (검암동) 공항철도 검암역,y,927015.848873822,1952509.36139519,126.67354035398814,37.56906307798406
공항철도주식회사,공항철도,계양,인천광역시 계양구 귤현동 451-264,인천광역시 계양구 다남로 24 (귤현동) 공항철도 계양역,y,932508.34556226,1952732.32682826,126.73571060547562,37.571491622706226
공항철도주식회사,공항철도,공덕,서울특별시 마포구 도화동 25-13,서울특별시 마포구 마포대로  92(도화동) 공항철도 공덕역,y,951608.111997269,1949386.418051,126.9522102569884,37.54253653104963
공항철도주식회사,공항철도,김포공항,서울특별시 강서구 방화동 886,서울특별시 강서구 하늘길  77(방화동) 공항철도 김포공항역,y,938290.91320417,1951668.90699964,126.80127845652358,37.56231290590148
공항철도주식회사,공항철도,디지털미디어시티,서울특별시 마포구 상암동 1140,서울특별시 마포구 성암로  184(상암동) 공항철도 디지털미디어시티역,y,946931.152072765,1953221.25037853,126.89899267035074,37.57684271836034
공항철도주식회사,공항철도,마곡나루,서울특별시 강서구 마곡동 367-6,서울특별시 강서구 마곡중앙로  135(마곡동),y,940621.408140865,1952041.17155896,126.82763440370731,37.565821321083064
공항철도주식회사,공항철도,서울역,서울특별시 용산구 동자동 43-227,서울특별시 용산구 청파로 378 (동자동) 공항철도 서울역,y,953130.792474264,1950605.54461492,126.96936822033686,37.55360346904896
공항철도주식회사,공항철도,인천공항1터미널,인천광역시 중구 운서동 2851,인천광역시 중구 공항로 271 (운서동) 인천공항1터미널역,y,907316.512763601,1939236.69257386,126.45217262995642,37.44767567758252
공항철도주식회사,공항철도,홍대입구,서울특별시 마포구 동교동 190-1,서울특별시 마포구 양화로  188(동교동) 공항철도 홍대입구역,y,949371.52826409,1951053.86777129,126.9267784734071,37.55744532683255
국가철도,김포골드,김포공항,,서울특별시 강서구 하늘길 77 ,y,938290.91320417,1951668.90699964,126.80127845652358,37.56231290590148
국가철도,서해선,소사,,?경기도 부천시 소사동 43-51,y,937672.588930523,1942925.23691937,126.79501969776723,37.48346503124812
국가철도,서해선,초지,,경기도 안산시 단원구 초지동 602-2,y,938839.473365853,1924739.06769315,126.80972258556986,37.31962819522487
코레일,수인분당,강남구청,서울 강남구 삼성동 77-94,서울특별시 강남구 학동로 346,y,959463.746268146,1946532.42905012,127.04128969035852,37.51719161224083
코레일,수인분당,고잔,경기도 안산시 단원구 고잔동 453-67,경기도 안산시 단원구 중앙대로 784,y,940026.184624752,1924417.61808282,126.82314131147476,37.31680823978468
코레일,수인분당,기흥(백남준아트센터),경기도 용인시 기흥구 구갈동 227-25,경기도 용인시 기흥구 중부대로 460,y,965952.716155913,1919710.17941791,127.1159531287095,37.275688363088165
코레일,수인분당,도곡,서울특별시 강남구 도곡동 467-5,서울특별시 강남구 남부순환로 2814  ,y,960689.401529861,1943605.23814703,127.05531539527423,37.490860753730836
코레일,수인분당,모란,경기도 성남시 중원구 성남동 1575,경기도 성남시 중원구 성남대로  1147  ,y,967180.602554262,1937067.27200144,127.12903407373535,37.43218412623601
코레일,수인분당,미금(분당서울대병원),경기도 성남시 분당구 금곡동 222,경기도 성남시 분당구 성남대로 156,y,965364.487981215,1927967.31174741,127.10893282181844,37.3500943157443
코레일,수인분당,복정(동서울대학),서울특별시 송파구 장지동 596-21,서울특별시 송파구 송파대로 6,y,966997.468886143,1941380.82556066,127.12677097410241,37.47105803855981
코레일,수인분당,선릉,서울특별시 강남구 삼성동 172-66,서울특별시 강남구 테헤란로 340,y,960133.625327485,1945121.56903353,127.04894638960354,37.50450420477203
코레일,수인분당,선정릉(한국과학창의재단),서울시 강남구 삼성동 111-114 분당선 선정릉역,서울시 강남구 선릉로 580(삼성동 111-114),y,959667.939189926,1945828.93630746,127.04363889260597,37.510859730957904
코레일,수인분당,수서,서울특별시 강남구 수서동 728,서울특별시 강남구 광평로 270 1층(수서동),y,964801.589976861,1943201.35759705,127.10185103077721,37.487386321747714
코레일,수인분당,수원,경기도 수원시 팔달구 매산로1가 18,경기도 수원시 팔달구 덕영대로 944,y,955810.25787564,1918499.58675828,127.00162355870427,37.26435005299146
코레일,수인분당,신길온천,경기도 안산시 단원구 신길동 216-2,경기도 안산시 단원구 황고개로 2 ,y,935093.757285848,1926765.65723666,126.76727292405762,37.33764007807224
코레일,수인분당,안산,경기도 안산시 단원구 원곡동 377-2,경기도 안산시 단원구 중앙대로 462,y,937046.198493087,1925604.9031082,126.78941102831875,37.32731238609168
코레일,수인분당,오이도,경기도 시흥시 정왕동 878,경기도 시흥시 역전로 430,y,932565.034976559,1929484.44416983,126.73848093925007,37.36196453791481
코레일,수인분당,왕십리,서울특별시 성동구 행당동 168-151,서울특별시 성동구 왕십리광장로 17,y,959227.62473376,1951445.66402687,127.03834485229174,37.56146573169721
코레일,수인분당,원인재,인천광역시 연수구 연수동 585-1,인천광역시 연수구 벚꽃로 195,y,927997.347297257,1935211.82791376,126.6863465799577,37.41324171945895
코레일,수인분당,이매(성남아트센터),경기도 성남시 분당구 이매동 129-1,경기도 성남시 분당구 성남대로 738(이매동),y,967095.14622679,1933021.46232404,127.1282484316803,37.395713748574856
코레일,수인분당,인천,인천광역시 중구 북성동 1가 3-1,인천광역시 중구 제물량로 269,y,921921.501564582,1942203.11543979,126.61695443304998,37.47575951936468
코레일,수인분당,정왕,경기도 시흥시 정왕동 2325-12,경기도 시흥시 마유로418번길 15,y,932949.423873642,1928353.69217673,126.7429237354813,37.35180082685525
코레일,수인분당,정자,경기도 성남시 분당구 정자동 95-1,경기도 성남시 분당구 성남대로 333,y,965294.856822379,1929752.5936372,127.10806296796193,37.36618365982942
코레일,수인분당,청량리,서울특별시 동대문구 전농동 588-1,서울특별시 동대문구 왕산로 214,y,960253.590377488,1953508.96622565,127.04984934949113,37.580107702491965
코레일,수인분당,초지,경기도 안산시 단원구 초지동 25-1,경기도 안산시 단원구 중앙대로 620,y,938500.48741909,1924860.36205158,126.80588688224367,37.32069907565284
코레일,수인분당,한대앞,경기도 안산시 상록구 이동 211-5,경기도 안산시 상록구 충장로 337,y,942700.770012468,1923685.84675798,126.85338112455574,37.31038131144777
국가철도,신분당선,강남,서울특별시 강남구 역삼동 858,서울특별시 강남구 강남대로 396,y,958307.262586959,1944427.77368496,127.02832263883475,37.49817007074474
국가철도,신분당선,미금(분당서울대병원),경기도 성남시 분당구 금곡동 222,경기도 성남시 분당구 성남대로 156,y,965364.487981215,1927967.31174741,127.10893282181844,37.3500943157443
국가철도,신분당선,양재(서초구청),서울특별시 서초구 서초동 1366-9,서울특별시 서초구 남부순환로 2585,y,958873.936120214,1942825.95952766,127.03482286876128,37.48375772948258
국가철도,신분당선,정자,경기도 성남시 분당구 정자동 95-1,경기도 성남시 분당구 성남대로 333,y,965294.856822379,1929752.5936372,127.10806296796193,37.36618365982942
국가철도,신분당선,판교(판교테크노밸리),경기도 성남시 분당구 백현동 19-2,경기도 성남시 분당구 판교역로 160,y,965554.33536144,1932922.48207143,127.11084567184733,37.39476557021579
용인경량전철주식회사,용인에버라인,기흥(백남준아트센터),경기도 용인시 기흥구 구갈동 480-36,경기도 용인시 기흥구 중부대로 460,y,965952.716155913,1919710.17941791,127.1159531287095,37.275688363088165
우이신설경전철주식회사,우이신설,성신여대입구,서울특별시 성북구 동선동1가 101-8,서울특별시 성북구 동소문로  102,y,957355.485715188,1954943.11514761,127.01694417501248,37.592904266403224
우이신설경전철주식회사,우이신설,신설동,서울특별시 동대문구 신설동 132-259,서울특별시 동대문구 왕산로  1,y,958064.738027611,1952921.85848199,127.0250937243078,37.574718825724084
의정부경량전철주식회사,의정부경전철,회룡,경기도 의정부시 호원동 50-5,경기도 의정부시 평화로 363,y,960107.060176787,1969475.26289432,127.04731713448244,37.72400802812363
인천교통공사,인천1호선,계양,인천광역시 계양구 귤현동 451-264,인천광역시 계양구 다남로 24,y,932508.34556226,1952732.32682826,126.73571060547562,37.571491622706226
인천교통공사,인천1호선,부평,인천광역시 부평구 부평동 224-1,인천광역시 부평구 광장로  15,y,931354.628595863,1943749.58670324,126.72348658715251,37.4904467823541
인천교통공사,인천1호선,부평구청,인천광역시 부평구 청천동 112,인천광역시 부평구 부평대로  189,y,931102.902565732,1945722.79353643,126.72045444699194,37.50821221342377
인천교통공사,인천1호선,원인재,인천광역시 연수구 연수동 647,인천광역시 연수구 경원대로  285,y,928127.794359138,1935106.3056981,126.6878308077653,37.41230079449077
인천교통공사,인천1호선,인천시청,인천광역시 남돌구 간석동 927,인천광역시 남동구 예술로  264,y,929454.343578008,1940100.98905373,126.70234210060072,37.45741935316637
인천교통공사,인천2호선,검암,인천광역시 서구 검암동 370-25,인천광역시 서구 검바위로 4,y,927199.250990093,1952473.45888101,126.67562053643293,37.5687540220867
인천교통공사,인천2호선,석남,인천광역시 서구 석남동 600,인천광역시 서구 가석로 257,y,927193.220896946,1945621.46347748,126.67623193360947,37.506998744931344
인천교통공사,인천2호선,인천시청,인천광역시 남동구 간석동 927,인천광역시 남동구 구월로  99,y,929361.809352058,1940042.02845096,126.7013015632123,37.456880883456726
인천교통공사,인천2호선,주안,인천광역시 미추홀구 주안동 125,인천광역시 미추홀구 주안로  91-1,y,927471.607451967,1940931.12199397,126.67984370939892,37.46474773712656
