지역,단지,세대수,주소,위도,경도,x,y,lng,lat
시흥시,시흥은계 A1 행복주택,820,경기도 시흥시 은계북길 7,37.449619261258086,126.79772247716171,937920.871691523,1939104.1734968,126.79814985051041,37.449042356847905
시흥시,LH트리플센텀,197,경기도 시흥시 시청로 79,37.38135738316892,126.79726237714748,937846.489753351,1931576.26385914,126.79794257659748,37.38118742651641
시흥시,시흥장현 A-4 행복주택,996,경기도 시흥시 능곡서로 27,37.3700170553073,126.80202315764092,938294.619988986,1930312.01191106,126.80310954186068,37.36982242585753
안성시,아양 LH6단지,699,경기도 안성시 아양로 72,37.00610796329463,127.25728435508027,978445.942574766,1889635.1410859,127.25773889742872,37.00496121389064
안양시 만안구,안양명학 A-1블록 행복주택,24,경기도 안양시 만안구 명학로 15,37.37830273618591,126.93796345138738,950240.441164205,1931169.87939435,126.93795935481874,37.378272724854874
양주시,양주덕정1(행복주택),280,경기도 양주시 고암길 251,37.83419289466357,127.07275940681778,962388.575808191,1981655.86173346,127.07257415178786,37.83388818977444
양주시,양주옥정3단지,1500,경기도 양주시 옥정서로 254,37.83540294644786,127.0884543882616,963819.440463689,1981734.07319673,127.08883055901963,37.834650992467026
양주시,양주고읍 LH13단지아파트,508,경기도 양주시 고읍남로 94,37.788299893208816,127.076994373343,962792.878515337,1976590.06546901,127.0774289305935,37.78824703488589
양주시,양주회천 A17BL 신혼희망타운 행복주택,254,경기도 양주시 덕계로 100,37.818335079771,127.05834839665236,961188.249606563,1979873.36341947,127.0590293128376,37.81777241754595
양평군,양평 공흥,40,경기도 양평군 양평읍 남북로 70,37.48892803558999,127.50221172525804,1000192.17044189,1943298.28278254,127.50217379705148,37.4889308348501
오산시,오산청학 H-1 행복주택,178,경기도 오산시 대호로 39,37.15477479245098,127.05713099912224,960658.492859449,1906341.02535812,127.05694209925754,37.154972273693026
오산시,오산청호 2 행복주택,448,경기도 오산시 남부대로 486-13,37.13070259832412,127.08730676575698,963352.457683993,1903572.31679541,127.08741593733077,37.13012472740124
오산시,오산세교2 A-7 행복주택,1136,경기도 오산시 가수행복로 55-5,37.14707009625915,127.05844217823756,960816.98933968,1905479.31823129,127.05877214552845,37.14721156385755
오산시,오산세교 행복주택,720,경기도 오산시 경기대로761번길 10,37.1862851164528,127.04588144969291,959768.436496241,1909794.43370029,127.04673281528531,37.18606301229085
용인시 처인구,용인김량장(행복),70,경기도 용인시 처인구 금령로40번길 15-5,37.23355854838882,127.2014002279097,973518.723362007,1915010.52724689,127.201462245944,37.233572183096285
의왕시,오봉산마을,2200,경기도 의왕시 행복마을3로 18,37.34197813045464,126.97598504498272,953509.361718076,1927107.53067628,126.97513583269243,37.34182644407893
의왕시,의왕포일 1블록 창업지원주택,110,경기도 의왕시 성고개로 110,37.40145252678605,126.99239904645653,955054.684724007,1933723.15473572,126.99217958736668,37.40153253730811
의정부시,녹양LH5단지,423,경기도 의정부시 본원로46번길 16,37.76314921274777,127.04179235612298,959611.680686211,1973809.91420415,127.04145504515145,37.76305454160518
의정부시,의정부호원 행복주택,166,경기도 의정부시 평화로 399-8,37.72805870303035,127.0478244133636,960150.089777407,1969947.36216927,127.04777952460935,37.72826495114562
의정부시,고산 더 라피니엘,293,경기도 의정부시 서광로 101,37.726820016079856,127.10868074397874,965513.101462496,1969738.10917335,127.10864799847516,37.72659668142452
의정부시,정음마을 고산1단지,500,경기도 의정부시 입암로 14,37.74323161146621,127.11761691023084,966303.989486747,1971590.659486,127.11753680515811,37.74332336466615
의정부시,양지마을10단지,812,경기도 의정부시 용민로 373-17,37.75557882786308,127.10880223351089,965543.724084927,1972909.70854532,127.1088450973911,37.755183736553114
이천시,이천마장 행복주택 3단지,290,경기도 이천시 마장면 양촌로30번길 29,37.25594966099733,127.35627978465666,987245.461326186,1917488.42255604,127.35616806132275,37.25619699023312
파주시,가람마을,580,경기도 파주시 소리천로 203,37.73036766176477,126.76816479245664,935540.994357357,1970383.99552398,126.76849142400276,37.73079815453825
파주시,초롱꽃마을11단지,242,경기도 파주시 양지로 112,37.708170112586046,126.72139205963978,931354.266262506,1967934.75918751,126.72121366831064,37.70842002711655
파주시,파주법원,250,경기도 파주시 법원읍 법원로 12,37.847184093364575,126.87763369673922,945208.649064358,1983192.25507362,126.87722958637266,37.84686477794807
파주시,파주출판 C76BL,280,경기도 파주시 문발로 430,37.73169423035201,126.69232551941651,928826.218431661,1970536.89159626,126.6922809081115,37.73167865045882
파주시,노을빛마을 16단지,320,경기도 파주시 노을빛로 41,37.72692206793868,126.70674563163396,,,,
파주시,초롱꽃마을3단지,1207,경기도 파주시 초롱꽃로 17,37.71424918250855,126.70825862797102,930302.286788526,1968563.95866606,126.70921972743517,37.714011245881906
파주시,산내마을,1700,경기도 파주시 교하로 20,37.73314792544996,126.7333744972047,932540.469394571,1970643.55887417,126.73441881616205,37.73292126135846
파주시,파주운정3 A25BL(초롱꽃10),1000,경기도 파주시 숲속노을로 60,37.70843444091453,126.71982607753664,931266.418093423,1967810.01643773,126.72022889493284,37.707289194802954
평택시,고덕LH17단지,298,경기도 평택시 고덕여염로 20,37.0373231652906,127.04611200805404,959650.949579119,1893391.64228787,127.0462921579621,37.03820358946386
평택시,평택고덕 A-6블록 행복주택(LH2단지),1600,경기도 평택시 고덕국제대로 232,37.05771476938939,127.04539917242526,959528.805285905,1895602.347996,127.0447997504734,37.05812578846843
평택시,소사벌 배다리마을5단지,840,경기도 평택시 죽백4로 60,37.00510374516671,127.12360438596474,966523.107892547,1889727.19700754,127.12372790437452,37.00544185907614
평택시,평택고덕 A-7블록 신혼희망타운 행복주택,295,경기도 평택시 고덕국제대로 202,37.05648707727519,127.0453450376926,959678.951678009,1895371.35012589,127.04650086785914,37.0560500278088
평택시,청북LHB12단지,326,경기도 평택시 청북읍 안청로1길 21,37.014224502047085,126.91421437532986,947882.040922203,1890857.79137433,126.91413683043531,37.01478385829675
포천시,non,0,non,0.0,0.0,,,,
하남시,하남감일 스윗시티 행복주택 6단지,672,경기도 하남시 감일순환로 130,37.51224765150221,127.1601157694098,969972.857957729,1945941.09904303,127.16023324739464,37.51226364835897
하남시,위례A3-3bBL 행복주택,167,경기도 하남시 위례학암로 30,37.4868325380497,127.15845026855084,969751.897755799,1943140.17789091,127.15784826651671,37.4870103102337
하남시,하남감일 7단지(행복주택) A2블록,425,경기도 하남시 감일순환로 140,37.51154973589835,127.1598484772436,969939.409769211,1945792.56260498,127.15986085216859,37.51092372742118
하남시,하남감일 A7BL 행복주택,170,경기도 하남시 감일순환로 40,37.50807533321906,127.1638901086557,970279.481751815,1945449.81099724,127.16372260563081,37.50784535473063
하남시,위례A3-3bBL 행복주택,1,경기도 하남시 위례학암로 30,37.48684152534921,127.15846724798304,969751.897755799,1943140.17789091,127.15784826651671,37.4870103102337
하남시,미사강변도시C3단지,1492,경기도 하남시 미사강변한강로 290,37.56356427100614,127.19584500809832,973194.396729937,1951623.77421584,127.19647795389007,37.56358356833416
화성시,"화성봉담2(LH4단지)(행복,임대상가)",602,경기도 화성시 봉담읍 상리3길 111,37.22908610853312,126.95119665813586,951335.04384322,1914554.99012507,126.95141145487524,37.228571665877546
화성시,엘크루 루엘리안,152,경기도 화성시 봉담읍 상리2길 121,37.2291415172292,126.94405246659925,950626.462055454,1914677.54428681,126.9434160020203,37.22963905909641
화성시,"화성남양뉴타운(LH6단지)(행복,임대상가)",410,경기도 화성시 남양읍 남양로862번길 16,37.21252257434132,126.83427283576246,940954.87539467,1912848.21164185,126.8345400067405,37.21258785452695
화성시,남양뉴타운 B-9블록 행복주택,880,경기도 화성시 남양읍 남양중앙로 420,37.20276465980289,126.8411823847242,941476.659519656,1911813.24294733,126.84050153508977,37.20329204041625
화성시,화성동탄2 A57-1블록 행복주택,850,경기도 화성시 동탄신리천로8길 15,37.1756369804969,127.14225866290296,968308.943711257,1908598.2939612,127.14300288455871,37.17561006477143
화성시,화성상리 1블록 행복주택,450,경기도 화성시 봉담읍 삼천병마로 1256-13,37.175637014290025,127.142230511903,951103.369494556,1913372.90935586,126.94887748968897,37.217904652748174
화성시,화성비봉 A-2블록 행복주택,440,경기도 화성시 비봉면 새비봉동로 17,37.242606092903806,126.87656107823916,944667.378099733,1916163.27815729,126.87613280741691,37.242696030697346
화성시,"화성발안(1단지)(행복,임대상가)",608,경기도 화성시 향남읍 발안공단로 92-12,37.08763174370523,126.90978459532477,947554.29433196,1898930.45124879,126.90988964688847,37.087531544617015
화성시,화성동탄2 A4-1블럭(2단지)(행복),1640,경기도 화성시 동탄영천로 108-21,37.2134655990505,127.10543898461056,964902.091429702,1912718.66264971,127.10443205270386,37.21262889652165
화성시,디루체,390,경기도 화성시 동탄신리천로2길 65,37.175309940291285,127.12883004938676,966958.194207399,1908581.83297178,127.12778781835632,37.17541486701383
화성시,"화성향남2(20단지)(행복,임대상가)",99,경기도 화성시 향남읍 벌말길 24,37.11226569591422,126.9025547151476,946924.54814994,1901688.77416402,126.90260900286913,37.11235900981222
화성시,화성동탄2 C26블럭(26단지)(행복),608,경기도 화성시 동탄기흥로277번길 12,37.1856618228619,127.0913679701192,963796.183966823,1909728.7101998,127.09211333838944,37.185635494052484
화성시,남양뉴타운 B-10블록 행복·국민·영구임대주택,696,경기도 화성시 남양읍 남양중앙로 419,37.20393186396642,126.84143902546376,941519.562139425,1912027.53515095,126.84096817983091,37.205226258088224
화성시,화성동탄2 지원6-2블록 지역전략산업지원주택,280,경기도 화성시 동탄첨단산업1로 57,37.21461712823483,127.09135217790532,963681.93554925,1912956.9241241,127.09066910363701,37.21472983451926
화성시,화성동탄2 A82블럭(28단지)(행복),820,경기도 화성시 동탄순환대로2길 13,37.16353397204463,127.0944712291585,964035.229435684,1907312.78916157,127.09492273611495,37.16386777347733
화성시,화성동탄2 A77-1블럭(35단지)(행복),900,경기도 화성시 동탄순환대로10길 42,37.16632494144365,127.12169908003152,966418.29879537,1907597.39071925,127.1217503110557,37.16652187187147
화성시,병점복합타운A1행복주택,862,경기도 화성시 병점노을1로 14,37.20236685235027,127.03147837754166,958361.250180836,1911648.02064266,127.03077590065749,37.202709220214956
