정류장번호,정류장명,위도,경도,정보수집일시,모바일단축번호,도시코드,도시명,관리도시명
GGB229000386,마장3리,37.7753,126.8846333,2.02E+13,30885,31200,파주시,경기도
GGB229000387,마장2리부대,37.7790333,126.8785667,2.02E+13,31298,31200,파주시,경기도
GGB229000388,샘골,37.7857667,126.87935,2.02E+13,31301,31200,파주시,경기도
GGB229000389,별하람마을4단지정문,37.74285,126.76095,2.02E+13,50103,31200,파주시,경기도
GGB229000390,복월동,37.7889333,126.8752,2.02E+13,31291,31200,파주시,경기도
GGB229000391,창만3리,37.7915333,126.8610833,2.02E+13,31275,31200,파주시,경기도
GGB229000392,창만사거리,37.7935667,126.8587,2.02E+13,31270,31200,파주시,경기도
GGB229000393,양천한의원,37.78555,126.8549667,2.02E+13,31264,31200,파주시,경기도
GGB229000394,별하람마을4단지후문,37.7410333,126.7631833,2.02E+13,50104,31200,파주시,경기도
GGB229000395,신산초교,37.7814833,126.8501,2.02E+13,31260,31200,파주시,경기도
GGB229000396,양천한의원,37.7862167,126.8550333,2.02E+13,31265,31200,파주시,경기도
GGB229000397,창만사거리,37.7938167,126.8589,2.02E+13,31272,31200,파주시,경기도
GGB229000398,방축2리,37.8075167,126.8579833,2.02E+13,31283,31200,파주시,경기도
GGB229000399,방축사거리,37.8066333,126.8629,2.02E+13,31278,31200,파주시,경기도
GGB229000400,방축3리,37.80265,126.8692333,2.02E+13,31288,31200,파주시,경기도
GGB229000401,도마산초등학교,37.8013833,126.8765667,2.02E+13,31296,31200,파주시,경기도
GGB229000402,발랑1리,37.8030167,126.88695,2.02E+13,31422,31200,파주시,경기도
GGB229000403,태극기마을.백경수상회,37.8040833,126.8922167,2.02E+13,31320,31200,파주시,경기도
GGB229000404,발랑2리,37.8057167,126.8980167,2.02E+13,30735,31200,파주시,경기도
GGB229000405,발랑2리,37.8061667,126.8980667,2.02E+13,30802,31200,파주시,경기도
GGB229000406,태극기마을.백경수상회,37.8039833,126.8924333,2.02E+13,31317,31200,파주시,경기도
GGB229000407,발랑1리,37.8029333,126.88705,2.02E+13,31423,31200,파주시,경기도
GGB229000408,도마산초등학교,37.8012,126.8758333,2.02E+13,31295,31200,파주시,경기도
GGB229000409,방축3리,37.8026667,126.8688667,2.02E+13,31285,31200,파주시,경기도
GGB229000410,방축사거리,37.8067667,126.8618833,2.02E+13,31277,31200,파주시,경기도
GGB229000411,방축2리,37.8072333,126.8579167,2.02E+13,31268,31200,파주시,경기도
GGB229000412,뺑골,37.8473667,126.7680167,2.02E+13,31250,31200,파주시,경기도
GGB229000413,검전리교차로,37.8076,126.8492833,2.02E+13,31254,31200,파주시,경기도
GGB229000414,창만2리,37.8027167,126.8496,2.02E+13,31258,31200,파주시,경기도
GGB229000415,신산5리,37.7968,126.84745,2.02E+13,31245,31200,파주시,경기도
GGB229000416,미군부대,37.7922667,126.8463167,2.02E+13,31241,31200,파주시,경기도
GGB229000417,새슬막,37.79035,126.8458,2.02E+13,31235,31200,파주시,경기도
GGB229000418,해오름마을11.12단지,37.7353333,126.72945,2.02E+13,50105,31200,파주시,경기도
GGB229000419,광탄시장,37.7814833,126.8476333,2.02E+13,31247,31200,파주시,경기도
GGB229000422,농협하나로마트,37.7381333,126.7657667,2.02E+13,50108,31200,파주시,경기도
GGB229000423,향나무숲길,37.7136,126.7682833,2.02E+13,31967,31200,파주시,경기도
GGB229000424,향나무숲길,37.7135667,126.7683333,2.02E+13,31968,31200,파주시,경기도
GGB229000425,효성해링턴,37.7434,126.8133,2.02E+13,31969,31200,파주시,경기도
GGB229000426,조안공원앞,37.7432333,126.84945,2.02E+13,31970,31200,파주시,경기도
GGB229000427,조안공원앞,37.7434167,126.8495333,2.02E+13,31971,31200,파주시,경기도
GGB229000428,초롱꽃마을8단지,37.7160333,126.7166,2.02E+13,50109,31200,파주시,경기도
GGB229000429,초롱꽃마을8단지,37.7164667,126.7189333,2.02E+13,50110,31200,파주시,경기도
GGB229000430,장곡2리,37.72985,126.8399333,2.02E+13,31972,31200,파주시,경기도
GGB229000431,월롱119안전센터,37.8158667,126.7528833,2.02E+13,30022,31200,파주시,경기도
GGB229000432,월롱119안전센터,37.81635,126.7530667,2.02E+13,30970,31200,파주시,경기도
GGB229000433,해오름마을10단지,37.7368,126.7286833,2.02E+13,50111,31200,파주시,경기도
GGB229000434,해오름마을14단지,37.7360333,126.73255,2.02E+13,50112,31200,파주시,경기도
GGB229000435,초롱꽃마을3단지,37.7156667,126.7074833,2.02E+13,50113,31200,파주시,경기도
GGB229000436,초롱꽃마을6단지,37.7157333,126.7119833,2.02E+13,50114,31200,파주시,경기도
GGB229000440,광탄시장,37.7814833,126.8474667,2.02E+13,31244,31200,파주시,경기도
GGB229000442,신산3리,37.7890667,126.8452,2.02E+13,30728,31200,파주시,경기도
GGB229000443,미군부대앞,37.7923833,126.8462333,2.02E+13,30729,31200,파주시,경기도
GGB229000444,신산5리,37.7967667,126.8475667,2.02E+13,31246,31200,파주시,경기도
GGB229000445,창만1리,37.8034667,126.8493333,2.02E+13,31256,31200,파주시,경기도
GGB229000446,뺑골,37.8474667,126.7680333,2.02E+13,31251,31200,파주시,경기도
GGB229000447,낙머리,37.75685,126.8035167,2.02E+13,30734,31200,파주시,경기도
GGB229000448,등원1리,37.7614667,126.8096,2.02E+13,30442,31200,파주시,경기도
GGB229000449,덕암초등학교,37.7646,126.8202167,2.02E+13,30484,31200,파주시,경기도
GGB229000450,오성주유소,37.7651,126.8230167,2.02E+13,30489,31200,파주시,경기도
GGB229000451,오산2리.연당말,37.7687833,126.8255,2.02E+13,30496,31200,파주시,경기도
GGB229000452,오산2리,37.7714833,126.8275,2.02E+13,30500,31200,파주시,경기도
GGB229000453,오산1리,37.7735333,126.83175,2.02E+13,30507,31200,파주시,경기도
GGB229000454,오산리기도원,37.7744167,126.8344167,2.02E+13,30516,31200,파주시,경기도
GGB229000456,광탄삼거리,37.7828667,126.8457,2.02E+13,30864,31200,파주시,경기도
GGB229000457,광탄삼거리,37.7828333,126.8458667,2.02E+13,31238,31200,파주시,경기도
GGB229000458,사단정문,37.7783833,126.8409667,2.02E+13,31230,31200,파주시,경기도
GGB229000459,전진마을,37.7770667,126.8399667,2.02E+13,31228,31200,파주시,경기도
GGB229000460,오산리기도원,37.77435,126.8344667,2.02E+13,30514,31200,파주시,경기도
GGB229000461,오산1리,37.7733,126.8313167,2.02E+13,30506,31200,파주시,경기도
GGB229000462,오산2리,37.7715,126.82765,2.02E+13,30501,31200,파주시,경기도
GGB229000463,오산2리.연당말,37.7686667,126.8255333,2.02E+13,30495,31200,파주시,경기도
GGB229000464,오성주유소,37.7651333,126.8232333,2.02E+13,30867,31200,파주시,경기도
GGB229000465,덕암초등학교,37.7644833,126.8201667,2.02E+13,30482,31200,파주시,경기도
GGB229000466,등원1리,37.7614,126.80965,2.02E+13,30439,31200,파주시,경기도
GGB229000467,낙머리,37.7560167,126.8030833,2.02E+13,30406,31200,파주시,경기도
GGB229000468,기산2리마을회관,37.7756167,126.9185167,2.02E+13,31907,31200,파주시,경기도
GGB229000469,대원1리,37.7341833,126.80615,2.02E+13,30418,31200,파주시,경기도
GGB229000470,대원1리마을회관,37.73195,126.8095667,2.02E+13,30438,31200,파주시,경기도
GGB229000471,대원3리,37.72855,126.8129167,2.02E+13,30451,31200,파주시,경기도
GGB229000472,그린씨티동문아파트,37.7277667,126.8160167,2.02E+13,30463,31200,파주시,경기도
GGB229000473,그린씨티동문아파트,37.7276,126.8160667,2.02E+13,30462,31200,파주시,경기도
GGB229000474,대원3리,37.7284167,126.81355,2.02E+13,30643,31200,파주시,경기도
GGB229000475,대원1리마을회관,37.7310667,126.8099667,2.02E+13,30441,31200,파주시,경기도
GGB229000476,중원포장,37.7334667,126.80735,2.02E+13,30426,31200,파주시,경기도
GGB229000477,대원리입구,37.7346,126.8046,2.02E+13,30412,31200,파주시,경기도
GGB229000478,한라아파트정문,37.7415,126.8037667,2.02E+13,30402,31200,파주시,경기도
GGB229000481,한라비발디,37.7416667,126.8038333,2.02E+13,30868,31200,파주시,경기도
GGB229000482,봉일천시내,37.74275,126.8076667,2.02E+13,30433,31200,파주시,경기도
GGB229000483,한라아파트입구,37.7399,126.80675,2.02E+13,30419,31200,파주시,경기도
GGB229000484,대원리,37.7341,126.8036167,2.02E+13,30409,31200,파주시,경기도
GGB229000485,신창철강,37.73165,126.78085,2.02E+13,30325,31200,파주시,경기도
GGB229000486,괸돌,37.73315,126.7753167,2.02E+13,30272,31200,파주시,경기도
GGB229000487,신창철강,37.73185,126.7804667,2.02E+13,30324,31200,파주시,경기도
GGB229000488,대원리,37.7341833,126.8034667,2.02E+13,30410,31200,파주시,경기도
GGB229000489,한라비발디,37.74,126.80645,2.02E+13,30420,31200,파주시,경기도
GGB229000490,봉일천시내,37.7431,126.8076667,2.02E+13,30431,31200,파주시,경기도
GGB229000491,조리읍행정복지센터,37.7447,126.8047,2.02E+13,30416,31200,파주시,경기도
GGB229000492,봉일천시장,37.7437667,126.8069333,2.02E+13,30423,31200,파주시,경기도
GGB229000493,조리농협삼일운동기념비,37.7427,126.8105,2.02E+13,30447,31200,파주시,경기도
GGB229000494,조리농협삼일운동기념비,37.7424167,126.8107667,2.02E+13,30444,31200,파주시,경기도
GGB229000495,봉일천시장,37.74365,126.8069167,2.02E+13,30427,31200,파주시,경기도
GGB229000496,조리읍행정복지센터,37.7445667,126.80465,2.02E+13,30415,31200,파주시,경기도
GGB229000497,금촌중고등학교,37.7514,126.7778,2.02E+13,30298,31200,파주시,경기도
GGB229000498,금향초등학교,37.7521167,126.77755,2.02E+13,30296,31200,파주시,경기도
GGB229000499,장안미래아파트,37.7645667,126.7763333,2.02E+13,30279,31200,파주시,경기도
GGB229000500,앞골입구,37.7677667,126.7821333,2.02E+13,30860,31200,파주시,경기도
GGB229000501,순복음평화교회,37.7713333,126.78665,2.02E+13,31157,31200,파주시,경기도
GGB229000502,파주여고.광일중,37.7735667,126.7883833,2.02E+13,31161,31200,파주시,경기도
GGB229000503,파주여고.광일중,37.7735333,126.7884667,2.02E+13,31162,31200,파주시,경기도
GGB229000504,순복음평화교회,37.77115,126.7865,2.02E+13,30337,31200,파주시,경기도
GGB229000505,앞골입구,37.7677833,126.7823333,2.02E+13,30327,31200,파주시,경기도
GGB229000506,장안미래아파트,37.7645333,126.7764333,2.02E+13,30285,31200,파주시,경기도
GGB229000507,금촌사거리,37.7628,126.7756333,2.02E+13,30274,31200,파주시,경기도
GGB229000508,장안아파트,37.76045,126.7773,2.02E+13,30292,31200,파주시,경기도
GGB229000509,파주시청,37.7587833,126.7783667,2.02E+13,30300,31200,파주시,경기도
GGB229000510,교육지원청,37.75705,126.7796333,2.02E+13,30310,31200,파주시,경기도
GGB229000511,흰돌아파트,37.7549,126.78225,2.02E+13,30323,31200,파주시,경기도
GGB229000512,파주스타디움,37.7538167,126.7854167,2.02E+13,30330,31200,파주시,경기도
GGB229000513,대창리,37.7514333,126.79225,2.02E+13,30366,31200,파주시,경기도
GGB229000514,말레이지아교,37.7497667,126.7971833,2.02E+13,30394,31200,파주시,경기도
GGB229000517,봉일천4리,37.7389,126.8195333,2.02E+13,30480,31200,파주시,경기도
GGB229000518,파주삼릉,37.7372,126.8235833,2.02E+13,30491,31200,파주시,경기도
GGB229000519,농협하나로클럽,37.73195,126.8349333,2.02E+13,30513,31200,파주시,경기도
GGB229000520,장곡검문소.통일로장곡아울렛매장,37.7293833,126.8389833,2.02E+13,30523,31200,파주시,경기도
GGB229000521,장곡검문소.통일로장곡아울렛매장,37.7291167,126.83885,2.02E+13,30522,31200,파주시,경기도
GGB229000522,농협하나로클럽,37.7316833,126.83495,2.02E+13,30517,31200,파주시,경기도
GGB229000523,파주삼릉,37.7370667,126.8233667,2.02E+13,30490,31200,파주시,경기도
GGB229000524,봉일천4리,37.7383,126.8205,2.02E+13,30485,31200,파주시,경기도
GGB229000527,말레이지아교,37.7495833,126.7971667,2.02E+13,30391,31200,파주시,경기도
GGB229000528,대창리,37.7513167,126.79195,2.02E+13,30363,31200,파주시,경기도
GGB229000529,파주스타디움,37.7539,126.7845667,2.02E+13,30329,31200,파주시,경기도
GGB229000530,흰돌아파트,37.7547,126.7821833,2.02E+13,30322,31200,파주시,경기도
GGB229000531,교육지원청,37.757,126.7793333,2.02E+13,30309,31200,파주시,경기도
GGB229000532,파주시청,37.75865,126.77825,2.02E+13,30299,31200,파주시,경기도
GGB229000533,장안아파트,37.7601167,126.7772167,2.02E+13,30294,31200,파주시,경기도
GGB229000534,금촌사거리,37.7624833,126.7755667,2.02E+13,30273,31200,파주시,경기도
GGB229000538,금릉초교,37.7553667,126.7756,2.02E+13,30740,31200,파주시,경기도
GGB229000539,파주병원,37.75525,126.7762667,2.02E+13,30280,31200,파주시,경기도
GGB229000542,금화초교.3단지,37.7542333,126.7676,2.02E+13,30217,31200,파주시,경기도
GGB229000543,후곡마을4단지,37.7542833,126.7715333,2.02E+13,30248,31200,파주시,경기도
GGB229000544,쇠재마을5단지,37.7542667,126.7763833,2.02E+13,30284,31200,파주시,경기도
GGB229000545,노인복지회관.파주병원,37.7542833,126.7805833,2.02E+13,30317,31200,파주시,경기도
GGB229000546,장안흰돌마을아파트,37.7542667,126.7825,2.02E+13,30326,31200,파주시,경기도
GGB229000547,노인복지회관.경찰서,37.7540667,126.7794333,2.02E+13,30312,31200,파주시,경기도
GGB229000548,쇠재마을5단지,37.75405,126.7764,2.02E+13,30283,31200,파주시,경기도
GGB229000549,후곡마을4단지,37.7540333,126.7715667,2.02E+13,30250,31200,파주시,경기도
GGB229000550,금화초등학교,37.7540167,126.7678833,2.02E+13,30223,31200,파주시,경기도
GGB229000551,우체국.건강보험공단,37.74995,126.7680333,2.02E+13,30220,31200,파주시,경기도
GGB229000552,중앙도서관,37.7498,126.7711667,2.02E+13,30246,31200,파주시,경기도
GGB229000553,근린공원,37.7492167,126.77485,2.02E+13,30269,31200,파주시,경기도
GGB229000554,근린공원,37.7490667,126.7746,2.02E+13,30266,31200,파주시,경기도
GGB229000555,중앙도서관,37.7495833,126.7711167,2.02E+13,30243,31200,파주시,경기도
GGB229000556,우체국.건강보험공단,37.74975,126.7681,2.02E+13,30222,31200,파주시,경기도
GGB229000558,한울마을1단지,37.7140667,126.73565,2.02E+13,30844,31200,파주시,경기도
GGB229000559,새꽃마을삼거리,37.7563,126.7652833,2.02E+13,30698,31200,파주시,경기도
GGB229000562,새꽃마을삼거리,37.75585,126.7649833,2.02E+13,30699,31200,파주시,경기도
GGB229000563,KT파주지사,37.75895,126.7761,2.02E+13,30276,31200,파주시,경기도
GGB229000564,팜스프링아파트,37.7703,126.7775333,2.02E+13,30295,31200,파주시,경기도
GGB229000565,독점말.대방노블랜드2차아파트,37.7711,126.7716667,2.02E+13,30247,31200,파주시,경기도
GGB229000566,독점말.대방노블랜드2차아파트,37.7712833,126.7717167,2.02E+13,30251,31200,파주시,경기도
GGB229000567,팜스프링아파트,37.7704667,126.77765,2.02E+13,30297,31200,파주시,경기도
GGB229000568,KT파주지사.보훈회관,37.7588333,126.7763,2.02E+13,30278,31200,파주시,경기도
GGB229000569,금촌로타리.평생학습관,37.7578333,126.7741167,2.02E+13,30262,31200,파주시,경기도
GGB229000570,보건소,37.7557333,126.7737167,2.02E+13,30259,31200,파주시,경기도
GGB229000571,금릉초등학교,37.7534667,126.7737667,2.02E+13,30708,31200,파주시,경기도
GGB229000572,풍림아파트,37.7505833,126.7737667,2.02E+13,30696,31200,파주시,경기도
GGB229000573,중앙하이츠아파트,37.75,126.77355,2.02E+13,30709,31200,파주시,경기도
GGB229000574,금릉초등학교.쇠재마을5단지,37.7531833,126.7735333,2.02E+13,30693,31200,파주시,경기도
GGB229000575,보건소,37.7559833,126.7735167,2.02E+13,30257,31200,파주시,경기도
GGB229000576,대하마트,37.7577,126.7717167,2.02E+13,30249,31200,파주시,경기도
GGB229000577,새꽃마을1단지,37.7576833,126.7672167,2.02E+13,30213,31200,파주시,경기도
GGB229000578,새꽃마을1단지,37.7578167,126.7669,2.02E+13,30214,31200,파주시,경기도
GGB229000579,대하마트,37.7578333,126.7727,2.02E+13,30252,31200,파주시,경기도
GGB229000580,금촌전통시장입구,37.7639,126.7709833,2.02E+13,30245,31200,파주시,경기도
GGB229000582,금촌역,37.76585,126.77535,2.02E+13,30265,31200,파주시,경기도
GGB229000583,금촌농협,37.7672,126.7783833,2.02E+13,30302,31200,파주시,경기도
GGB229000584,금촌1동,37.7669667,126.7784167,2.02E+13,30301,31200,파주시,경기도
GGB229000585,금촌역,37.76535,126.7747667,2.02E+13,30270,31200,파주시,경기도
GGB229000586,태종더클래스,37.7199,126.7652,2.02E+13,30861,31200,파주시,경기도
GGB229000587,금촌전통시장입구,37.7638333,126.7713,2.02E+13,30244,31200,파주시,경기도
GGB229000588,금촌초등학교,37.7619667,126.77085,2.02E+13,30242,31200,파주시,경기도
GGB229000589,금촌로타리,37.7585833,126.77315,2.02E+13,30255,31200,파주시,경기도
GGB229000590,금촌로타리,37.7583833,126.7730333,2.02E+13,30256,31200,파주시,경기도
GGB229000591,금촌초등학교,37.76175,126.7706833,2.02E+13,30241,31200,파주시,경기도
GGB229000592,파주역,37.8154167,126.7939167,2.02E+13,30377,31200,파주시,경기도
GGB229000593,파주백석교,37.8125167,126.8032167,2.02E+13,30407,31200,파주시,경기도
GGB229000594,파주백석교,37.81235,126.80345,2.02E+13,30408,31200,파주시,경기도
GGB229000595,줄아위.봉암1리마을회관,37.8155,126.7964833,2.02E+13,30388,31200,파주시,경기도
GGB229000596,파주역,37.81525,126.7939667,2.02E+13,30378,31200,파주시,경기도
GGB229000597,위전리,37.792,126.7954,2.02E+13,30739,31200,파주시,경기도
GGB229000598,금강산랜드,37.7921667,126.79865,2.02E+13,31175,31200,파주시,경기도
GGB229000599,위전4리,37.7914333,126.8039833,2.02E+13,31177,31200,파주시,경기도
GGB229000600,도내1리,37.7901833,126.8149333,2.02E+13,31182,31200,파주시,경기도
GGB229000601,도내4리,37.7904667,126.8185667,2.02E+13,31191,31200,파주시,경기도
GGB229000602,도내3리,37.7992333,126.8181167,2.02E+13,31189,31200,파주시,경기도
GGB229000603,백석1리마을회관,37.8061667,126.8188,2.02E+13,30479,31200,파주시,경기도
GGB229000604,부곡리,37.8088667,126.8185667,2.02E+13,30738,31200,파주시,경기도
GGB229000605,부곡리,37.8092167,126.8188,2.02E+13,30800,31200,파주시,경기도
GGB229000606,백석1리마을회관,37.8057167,126.8187667,2.02E+13,30477,31200,파주시,경기도
GGB229000607,도내3리,37.7989,126.8182667,2.02E+13,31188,31200,파주시,경기도
GGB229000608,도내4리,37.7904167,126.8186167,2.02E+13,31192,31200,파주시,경기도
GGB229000609,도내1리,37.7899167,126.8147667,2.02E+13,31180,31200,파주시,경기도
GGB229000610,위전4리,37.7912667,126.8041333,2.02E+13,31176,31200,파주시,경기도
GGB229000611,금강산랜드,37.7921667,126.7989333,2.02E+13,31174,31200,파주시,경기도
GGB229000612,위전리,37.79195,126.79525,2.02E+13,30799,31200,파주시,경기도
GGB229000613,봉암리.구파주역,37.8128667,126.7925833,2.02E+13,30367,31200,파주시,경기도
GGB229000614,월롱교,37.8021,126.7937167,2.02E+13,30374,31200,파주시,경기도
GGB229000615,월롱역,37.79655,126.7918833,2.02E+13,31173,31200,파주시,경기도
GGB229000616,위전3리.신성레미콘,37.7862833,126.7893,2.02E+13,31166,31200,파주시,경기도
GGB229000617,영태1리,37.7821833,126.78835,2.02E+13,31159,31200,파주시,경기도
GGB229000618,영태5리,37.77725,126.7889333,2.02E+13,31165,31200,파주시,경기도
GGB229000619,영태3리,37.7702,126.7912,2.02E+13,31168,31200,파주시,경기도
GGB229000620,영태6리.파주이슬람성원,37.76735,126.7935833,2.02E+13,30372,31200,파주시,경기도
GGB229000621,은행마을,37.7612333,126.7959333,2.02E+13,30382,31200,파주시,경기도
GGB229000622,PX마을,37.7592167,126.7959167,2.02E+13,30385,31200,파주시,경기도
GGB229000623,낙머리,37.7561833,126.8016167,2.02E+13,30398,31200,파주시,경기도
GGB229000624,등원2리,37.75195,126.8031333,2.02E+13,30793,31200,파주시,경기도
GGB229000625,등원2리,37.7517333,126.8028833,2.02E+13,30403,31200,파주시,경기도
GGB229000626,낙머리,37.7560667,126.80125,2.02E+13,30397,31200,파주시,경기도
GGB229000627,PX마을,37.75845,126.7959167,2.02E+13,30384,31200,파주시,경기도
GGB229000628,은행마을,37.7618,126.79535,2.02E+13,30381,31200,파주시,경기도
GGB229000629,영태6리.파주이슬람성원,37.7668333,126.7935333,2.02E+13,30371,31200,파주시,경기도
GGB229000630,영태3리,37.7700167,126.79095,2.02E+13,31167,31200,파주시,경기도
GGB229000631,영태5리,37.7768,126.7886667,2.02E+13,31163,31200,파주시,경기도
GGB229000632,영태1리,37.7824667,126.7881333,2.02E+13,31158,31200,파주시,경기도
GGB229000633,위전3리.신성레미콘,37.7854667,126.7886167,2.02E+13,31164,31200,파주시,경기도
GGB229000634,월롱역,37.79635,126.7916,2.02E+13,31171,31200,파주시,경기도
GGB229000635,월롱교,37.80175,126.7933167,2.02E+13,30370,31200,파주시,경기도
GGB229000636,봉암리.구파주역,37.81275,126.7924667,2.02E+13,30365,31200,파주시,경기도
GGB229000637,덕은4리,37.8174,126.75835,2.02E+13,31135,31200,파주시,경기도
GGB229000638,덕은4리.우리식당,37.8154333,126.7620333,2.02E+13,31138,31200,파주시,경기도
GGB229000639,LCD산업단지,37.8128,126.7667,2.02E+13,30874,31200,파주시,경기도
GGB229000641,덕은5리,37.8102333,126.7812833,2.02E+13,31150,31200,파주시,경기도
GGB229000642,덕은5리마을회관,37.8073667,126.7823667,2.02E+13,31154,31200,파주시,경기도
GGB229000643,덕은2리,37.8034667,126.78165,2.02E+13,31148,31200,파주시,경기도
GGB229000644,덕은2리,37.80175,126.7820167,2.02E+13,31152,31200,파주시,경기도
GGB229000645,월롱초등학교,37.80055,126.7847167,2.02E+13,31156,31200,파주시,경기도
GGB229000646,월롱초등학교,37.8005,126.7843667,2.02E+13,31155,31200,파주시,경기도
GGB229000647,덕은2리.편의점,37.80185,126.7817333,2.02E+13,31151,31200,파주시,경기도
GGB229000648,덕은2리,37.8033167,126.7814,2.02E+13,31147,31200,파주시,경기도
GGB229000649,덕은5리마을회관,37.8071667,126.7821,2.02E+13,31153,31200,파주시,경기도
GGB229000650,덕은5리,37.8100333,126.7811333,2.02E+13,31149,31200,파주시,경기도
GGB229000652,LCD산업단지,37.8125,126.76715,2.02E+13,30873,31200,파주시,경기도
GGB229000653,덕은4리.우리식당,37.8153167,126.7619167,2.02E+13,31137,31200,파주시,경기도
GGB229000654,덕은4리,37.81755,126.7584333,2.02E+13,30888,31200,파주시,경기도
GGB229000655,웅지세무대학정문,37.81905,126.7318833,2.02E+13,31428,31200,파주시,경기도
GGB229000656,태종더클래스,37.71985,126.7652,2.02E+13,30940,31200,파주시,경기도
GGB229000657,웅지세무대학정문,37.8189667,126.7317167,2.02E+13,31104,31200,파주시,경기도
GGB229000711,헤이리사거리,37.78155,126.6973,2.02E+13,31417,31200,파주시,경기도
GGB229000712,주택단지입구,37.7799833,126.70355,2.02E+13,31416,31200,파주시,경기도
GGB229000713,시그네틱스,37.7786667,126.7085167,2.02E+13,31053,31200,파주시,경기도
GGB229000714,도레미미디어,37.7769333,126.71345,2.02E+13,31061,31200,파주시,경기도
GGB229000715,갈현농협.파주성모병원,37.7733833,126.7201667,2.02E+13,31080,31200,파주시,경기도
GGB229000716,황룡과선교,37.7217167,126.7656167,2.02E+13,31115,31200,파주시,경기도
GGB229000718,배무기,37.77335,126.7361833,2.02E+13,30099,31200,파주시,경기도
GGB229000719,검산초등학교,37.7747667,126.74025,2.02E+13,30110,31200,파주시,경기도
GGB229000720,유승아파트,37.7730833,126.74365,2.02E+13,30117,31200,파주시,경기도
GGB229000721,성원아파트,37.7723167,126.7473667,2.02E+13,30129,31200,파주시,경기도
GGB229000722,대방아파트,37.773,126.7513167,2.02E+13,30139,31200,파주시,경기도
GGB229000723,야동동,37.77165,126.7568167,2.02E+13,30161,31200,파주시,경기도
GGB229000724,문산제일고정문,37.7710333,126.7602,2.02E+13,30178,31200,파주시,경기도
GGB229000725,문산제일고교,37.7705,126.76215,2.02E+13,30192,31200,파주시,경기도
GGB229000727,순달교,37.7644167,126.7699167,2.02E+13,30240,31200,파주시,경기도
GGB229000734,금촌초등학교,37.76055,126.76855,2.02E+13,30232,31200,파주시,경기도
GGB229000736,순달교,37.76465,126.7696,2.02E+13,30236,31200,파주시,경기도
GGB229000738,문산제일고삼거리,37.76925,126.7635,2.02E+13,30710,31200,파주시,경기도
GGB229000739,문산제일고,37.7707833,126.761,2.02E+13,30181,31200,파주시,경기도
GGB229000740,풀무골,37.7718667,126.756,2.02E+13,30160,31200,파주시,경기도
GGB229000741,대방아파트,37.7727333,126.75115,2.02E+13,30138,31200,파주시,경기도
GGB229000742,성원아파트,37.7721833,126.74835,2.02E+13,30132,31200,파주시,경기도
GGB229000743,유승아파트,37.77235,126.7446667,2.02E+13,30122,31200,파주시,경기도
GGB229000744,검산초등학교,37.77465,126.7400167,2.02E+13,30109,31200,파주시,경기도
GGB229000745,배무기,37.7735167,126.7366333,2.02E+13,30102,31200,파주시,경기도
GGB229000746,장터고개.맥금동영업소,37.7723167,126.7335,2.02E+13,30095,31200,파주시,경기도
GGB229000748,갈현농협.파주성모병원,37.773,126.7206,2.02E+13,31081,31200,파주시,경기도
GGB229000750,시그네틱스.만수대,37.7791333,126.70765,2.02E+13,31050,31200,파주시,경기도
GGB229000751,주택단지입구,37.7797167,126.7037,2.02E+13,30688,31200,파주시,경기도
GGB229000752,헤이리사거리,37.7814,126.6969333,2.02E+13,31420,31200,파주시,경기도
GGB229000753,유승아파트,37.7735667,126.6983667,2.02E+13,31426,31200,파주시,경기도
GGB229000754,유승앙브와즈,37.7769167,126.6958667,2.02E+13,31425,31200,파주시,경기도
GGB229000755,경기미래교육캠퍼스,37.78595,126.6997167,2.02E+13,30659,31200,파주시,경기도
GGB229000756,법흥3리.헤이리8번게이트,37.78825,126.7040833,2.02E+13,31043,31200,파주시,경기도
GGB229000757,경모공원앞.헤이리6번게이트,37.7921667,126.6972333,2.02E+13,31030,31200,파주시,경기도
GGB229000758,헤이리4번게이트,37.7905667,126.6948,2.02E+13,30747,31200,파주시,경기도
GGB229000759,맛고을.국립민속박물관,37.7862167,126.6913333,2.02E+13,30675,31200,파주시,경기도
GGB229000760,성동사거리,37.7848833,126.6894,2.02E+13,30656,31200,파주시,경기도
GGB229000761,통일동산전망대,37.7792167,126.68375,2.02E+13,30654,31200,파주시,경기도
GGB229000762,통일동산전망대,37.7794833,126.6836667,2.02E+13,30942,31200,파주시,경기도
GGB229000763,성동사거리,37.7848333,126.6889167,2.02E+13,30944,31200,파주시,경기도
GGB229000764,맛고을.국립민속박물관,37.78655,126.69135,2.02E+13,31020,31200,파주시,경기도
GGB229000765,헤이리1번게이트,37.7887833,126.69375,2.02E+13,31026,31200,파주시,경기도
GGB229000766,경모공원앞.헤이리6번게이트,37.7922833,126.6979167,2.02E+13,31031,31200,파주시,경기도
GGB229000767,민들레병원,37.7885333,126.70455,2.02E+13,31044,31200,파주시,경기도
GGB229000768,경기미래교육캠퍼스,37.7857167,126.69995,2.02E+13,30658,31200,파주시,경기도
GGB229000769,유승앙브와즈109동,37.7770667,126.69615,2.02E+13,31424,31200,파주시,경기도
GGB229000770,유승앙브와즈101동,37.7730833,126.6988833,2.02E+13,31427,31200,파주시,경기도
GGB229000772,통일우체국,37.7709833,126.7015833,2.02E+13,31418,31200,파주시,경기도
GGB229000773,법흥1리,37.7685333,126.7004167,2.02E+13,31037,31200,파주시,경기도
