정류장번호,정류장명,위도,경도,정보수집일시,모바일단축번호,도시코드,도시명,관리도시명
GGB176500010,광주유스퀘어(종합터미널),35.1605167,126.8812167,2.02E+13,0,31250,광주시,경기도
GGB179501240,광주비아정류소,35.2254,126.8263167,2.02E+13,0,31250,광주시,경기도
GGB200000001,하광교느티나무,37.3176,127.0169,2.02E+13,1165,31010,수원시,경기도
GGB200000002,하광교,37.3159333,127.0191667,2.02E+13,1173,31010,수원시,경기도
GGB200000003,비석거리입구,37.3132333,127.0210167,2.02E+13,1180,31010,수원시,경기도
GGB200000004,문암골,37.3090833,127.0277167,2.02E+13,1196,31010,수원시,경기도
GGB200000005,광교산입구.경기대수원캠퍼스,37.3014333,127.0315167,2.02E+13,1205,31010,수원시,경기도
GGB200000006,광교공원.경기대수원캠퍼스입구.연무시장,37.2999833,127.0294333,2.02E+13,1197,31010,수원시,경기도
GGB200000007,광교산입구.경기대수원캠퍼스,37.3014333,127.03125,2.02E+13,1204,31010,수원시,경기도
GGB200000008,문암골,37.3089167,127.0276667,2.02E+13,1195,31010,수원시,경기도
GGB200000009,비석거리입구,37.3132167,127.0208833,2.02E+13,1179,31010,수원시,경기도
GGB200000010,하광교,37.3155167,127.0191333,2.02E+13,1172,31010,수원시,경기도
GGB200000011,하광교느티나무,37.3177667,127.01665,2.02E+13,1164,31010,수원시,경기도
GGB200000012,용머리앞,37.3213333,127.01545,2.02E+13,1159,31010,수원시,경기도
GGB200000013,용머리다리,37.3234333,127.0154333,2.02E+13,1156,31010,수원시,경기도
GGB200000014,상광교신다리.광교로컬푸드직매장,37.3273167,127.0147667,2.02E+13,1149,31010,수원시,경기도
GGB200000015,상광교마을회관,37.3295167,127.0147,2.02E+13,1148,31010,수원시,경기도
GGB200000016,새마을주택,37.3321833,127.0153,2.02E+13,1155,31010,수원시,경기도
GGB200000017,광교산,37.3342667,127.0170667,2.02E+13,1166,31010,수원시,경기도
GGB200000018,조원뉴타운2단지,37.3021167,127.0203333,2.02E+13,1421,31010,수원시,경기도
GGB200000019,조원뉴타운2단지,37.3023167,127.0203333,2.02E+13,1422,31010,수원시,경기도
GGB200000020,중부경찰서,37.2971167,126.9969833,2.02E+13,1101,31010,수원시,경기도
GGB200000021,풍림아파트입구,37.2978667,126.9949667,2.02E+13,1095,31010,수원시,경기도
GGB200000022,정자동성당,37.3100833,126.9862333,2.02E+13,1058,31010,수원시,경기도
GGB200000024,한국건강검진협회.수원종합운동장,37.2972167,127.0133833,2.02E+13,1024,31010,수원시,경기도
GGB200000025,율전초교,37.30015,126.9691167,2.02E+13,1012,31010,수원시,경기도
GGB200000026,율전동,37.3024,126.9698,2.02E+13,1009,31010,수원시,경기도
GGB200000027,율전초교,37.2999667,126.9691667,2.02E+13,1006,31010,수원시,경기도
GGB200000028,신일아파트,37.3001667,126.9672167,2.02E+13,1004,31010,수원시,경기도
GGB200000029,동문굿모닝힐.율전이안아파트,37.2980833,126.9668667,2.02E+13,1005,31010,수원시,경기도
GGB200000030,성균관대역동문굿모닝힐아파트,37.2988667,126.9652667,2.02E+13,1018,31010,수원시,경기도
GGB200000031,율전동,37.3023,126.9696333,2.02E+13,1008,31010,수원시,경기도
GGB200000033,수원종합운동장.한국건강검진협회,37.2973667,127.0132333,2.02E+13,1023,31010,수원시,경기도
GGB200000036,풍림아파트입구,37.2979,126.9952167,2.02E+13,1097,31010,수원시,경기도
GGB200000037,KT수원지사.국민연금북수원지사,37.2926667,127.0115333,2.02E+13,1135,31010,수원시,경기도
GGB200000038,정자사거리,37.2909833,127.00285,2.02E+13,1119,31010,수원시,경기도
GGB200000039,정자2동주민센터.수성고등학교,37.2939833,127.0005,2.02E+13,1112,31010,수원시,경기도
GGB200000040,도체육회관.대림e-편한세상,37.2960833,126.99885,2.02E+13,1108,31010,수원시,경기도
GGB200000041,이목동.장안STX칸,37.3155667,126.98395,2.02E+13,1049,31010,수원시,경기도
GGB200000042,이목동.장안힐스테이트,37.314,126.9853,2.02E+13,1206,31010,수원시,경기도
GGB200000043,도체육회관.대림e-편한세상,37.2963833,126.9989,2.02E+13,1107,31010,수원시,경기도
GGB200000044,정자2동주민센터,37.29455,127.0003333,2.02E+13,1111,31010,수원시,경기도
GGB200000045,정자사거리.수성고등학교,37.2921,127.00225,2.02E+13,1118,31010,수원시,경기도
GGB200000047,조원뉴타운,37.3045,127.0181833,2.02E+13,1170,31010,수원시,경기도
GGB200000049,조원1동,37.3022667,127.0142667,2.02E+13,1147,31010,수원시,경기도
GGB200000051,조원시장입구,37.2992167,127.0179667,2.02E+13,1169,31010,수원시,경기도
GGB200000052,벽산아파트,37.2970667,127.0204833,2.02E+13,1177,31010,수원시,경기도
GGB200000053,수성중학교.영화동행정복지센터,37.2939167,127.0134333,2.02E+13,1144,31010,수원시,경기도
GGB200000054,수성중학교.영화동행정복지센터,37.2941667,127.0132167,2.02E+13,1141,31010,수원시,경기도
GGB200000055,벽산아파트,37.2966333,127.02015,2.02E+13,1175,31010,수원시,경기도
GGB200000056,조원시장입구,37.2994833,127.0174833,2.02E+13,1168,31010,수원시,경기도
GGB200000058,조원동,37.30215,127.0142,2.02E+13,1146,31010,수원시,경기도
GGB200000059,조원2동주민센터,37.3046333,127.0120833,2.02E+13,1137,31010,수원시,경기도
GGB200000063,수성중사거리,37.2927167,127.0098833,2.02E+13,1133,31010,수원시,경기도
GGB200000064,상공회의소,37.2910167,127.0049,2.02E+13,1122,31010,수원시,경기도
GGB200000065,상공회의소.수성고교,37.29165,127.0057667,2.02E+13,1124,31010,수원시,경기도
GGB200000066,수성중사거리,37.2930167,127.00975,2.02E+13,1132,31010,수원시,경기도
GGB200000068,율전중학교,37.3010333,126.9658333,2.02E+13,1002,31010,수원시,경기도
GGB200000069,율전성당.성균관대역,37.30135,126.97255,2.02E+13,1017,31010,수원시,경기도
GGB200000070,체육고교.신안아파트,37.30305,126.9755,2.02E+13,1025,31010,수원시,경기도
GGB200000071,신명아파트,37.3022833,126.98045,2.02E+13,1030,31010,수원시,경기도
GGB200000073,경기도인재개발원.경기연구원.경기도평생교육진흥원.경기도여성가족재단,37.31245,126.9890333,2.02E+13,1071,31010,수원시,경기도
GGB200000074,지지대교차로,37.3187667,126.9884,2.02E+13,1220,31010,수원시,경기도
GGB200000075,경기도인재개발원.경기연구원.경기도평생교육진흥원.경기도여성가족재단,37.3115667,126.9903167,2.02E+13,1074,31010,수원시,경기도
GGB200000077,한국가스안전공사.택시공제조합,37.3081333,126.9974333,2.02E+13,1102,31010,수원시,경기도
GGB200000078,수일중학교,37.3070667,126.99985,2.02E+13,1109,31010,수원시,경기도
GGB200000079,수일여중.대우건설기술연구원.경기도융합과학교육원,37.3058333,127.0025667,2.02E+13,1225,31010,수원시,경기도
GGB200000080,한일타운.경기일보.홈플러스,37.30345,127.0066,2.02E+13,1125,31010,수원시,경기도
GGB200000081,수원KT위즈파크.수원종합운동장,37.3010667,127.0103333,2.02E+13,1134,31010,수원시,경기도
GGB200000082,영화초등학교.한국건강관리협회,37.2965,127.0151333,2.02E+13,1153,31010,수원시,경기도
GGB200000083,교육청사거리,37.2920833,127.0198167,2.02E+13,1174,31010,수원시,경기도
GGB200000084,수원시글로벌평생학습관.연무사회복지관.창룡도서관,37.2915667,127.0268833,2.02E+13,1192,31010,수원시,경기도
GGB200000088,화서역.화서주공3단지,37.2867,126.9914167,2.02E+13,1079,31010,수원시,경기도
GGB200000089,삼환나우빌.효성.화서역파크뷰아파트,37.2932833,126.99035,2.02E+13,1075,31010,수원시,경기도
GGB200000090,풍림아파트,37.29885,126.9920333,2.02E+13,1083,31010,수원시,경기도
GGB200000091,풍림아파트,37.2986667,126.9920333,2.02E+13,1081,31010,수원시,경기도
GGB200000092,화서역파크뷰.삼환나우빌.효성아파트,37.29305,126.9907833,2.02E+13,1078,31010,수원시,경기도
GGB200000093,KT수원지사.국민연금북수원지사,37.2923667,127.0114,2.02E+13,1224,31010,수원시,경기도
GGB200000094,동원고교.해우재입구,37.317,126.9840333,2.02E+13,1050,31010,수원시,경기도
GGB200000095,정자종합시장,37.2898833,127.0014167,2.02E+13,1117,31010,수원시,경기도
GGB200000096,정자3동행정복지센터.정자동중심상가.동양고속성지아파트,37.2949167,126.9932167,2.02E+13,1085,31010,수원시,경기도
GGB200000097,대평중학교,37.29795,126.99045,2.02E+13,1076,31010,수원시,경기도
GGB200000098,동남보건대학,37.2965667,126.98745,2.02E+13,1066,31010,수원시,경기도
GGB200000099,우방아파트.한화아파트.SK아파트,37.2957667,126.9847,2.02E+13,1052,31010,수원시,경기도
GGB200000100,장안등기소.성우아파트,37.2963167,126.9834167,2.02E+13,1047,31010,수원시,경기도
GGB200000101,천천중학교,37.2991333,126.9821,2.02E+13,1039,31010,수원시,경기도
GGB200000102,샘내현대아파트,37.3025,126.9799833,2.02E+13,1029,31010,수원시,경기도
GGB200000103,신안아파트,37.3027167,126.9756167,2.02E+13,1026,31010,수원시,경기도
GGB200000104,성균관대역.고용노동부경기지청.율전성당,37.3017333,126.9732,2.02E+13,1020,31010,수원시,경기도
GGB200000105,천일초교,37.3000667,126.9779667,2.02E+13,1027,31010,수원시,경기도
GGB200000106,천천초교.천천고교,37.2990167,126.9824333,2.02E+13,1040,31010,수원시,경기도
GGB200000107,장안등기소.성우아파트,37.2962833,126.9837667,2.02E+13,1046,31010,수원시,경기도
GGB200000108,우방아파트.한화아파트.SK아파트,37.2955167,126.9848333,2.02E+13,1054,31010,수원시,경기도
GGB200000109,동남보건대학,37.2968167,126.9874333,2.02E+13,1065,31010,수원시,경기도
GGB200000110,대평중학교,37.2981333,126.9900833,2.02E+13,1073,31010,수원시,경기도
GGB200000111,정자3동행정복지센터.정자동중심상가,37.2953833,126.9933833,2.02E+13,1084,31010,수원시,경기도
GGB200000112,장안고등학교,37.2927167,126.9949667,2.02E+13,1092,31010,수원시,경기도
GGB200000113,경기수원의료원.두견마을.파크푸르지오,37.29015,126.9965,2.02E+13,1098,31010,수원시,경기도
GGB200000114,두견마을,37.2892167,126.9983167,2.02E+13,1105,31010,수원시,경기도
GGB200000115,정자종합시장,37.2901333,127.00135,2.02E+13,1116,31010,수원시,경기도
GGB200000116,동신아파트,37.3022667,126.9941167,2.02E+13,1087,31010,수원시,경기도
GGB200000117,북수원시장.효자문사거리,37.3063,126.9909,2.02E+13,1077,31010,수원시,경기도
GGB200000118,파장초등학교.SKC,37.3079333,126.9897833,2.02E+13,1221,31010,수원시,경기도
GGB200000119,동남아파트.북수원시장,37.3057167,126.9916833,2.02E+13,1222,31010,수원시,경기도
GGB200000120,동신아파트,37.30265,126.9941333,2.02E+13,1086,31010,수원시,경기도
GGB200000121,송원중학교.수원서부교회,37.29595,127.0030167,2.02E+13,1223,31010,수원시,경기도
GGB200000122,수원미술전시관.만석공원,37.2966,126.9992667,2.02E+13,1219,31010,수원시,경기도
GGB200000123,만석공원.정자초교.벽산아파트,37.2993833,126.9963167,2.02E+13,1207,31010,수원시,경기도
GGB200000124,경남아너스빌.동신아파트,37.3034667,126.9968,2.02E+13,1100,31010,수원시,경기도
GGB200000125,벽산블루밍아파트,37.3055333,126.9950167,2.02E+13,1094,31010,수원시,경기도
GGB200000126,북수원시장입구,37.3066667,126.9915667,2.02E+13,1080,31010,수원시,경기도
GGB200000127,SK스카이뷰.SK아트리움,37.30935,126.9882667,2.02E+13,1218,31010,수원시,경기도
GGB200000128,이목동입구,37.3139,126.9862333,2.02E+13,1063,31010,수원시,경기도
GGB200000129,동원고(마을),37.3163333,126.9820667,2.02E+13,1064,31010,수원시,경기도
GGB200000130,SK스카이뷰.SK아트리움,37.3091833,126.9887,2.02E+13,1069,31010,수원시,경기도
GGB200000131,북수원시장입구,37.3065167,126.99205,2.02E+13,1217,31010,수원시,경기도
GGB200000132,벽산블루밍아파트,37.3056833,126.9950333,2.02E+13,1096,31010,수원시,경기도
GGB200000133,경남아너스빌,37.3024,126.9975167,2.02E+13,1104,31010,수원시,경기도
GGB200000134,정자초교사거리,37.3005167,126.9967,2.02E+13,1099,31010,수원시,경기도
GGB200000135,만석공원.정자초교.벽산아파트,37.2995,126.9967,2.02E+13,1216,31010,수원시,경기도
GGB200000136,만석공원.중부경찰서,37.2974,126.9987667,2.02E+13,1215,31010,수원시,경기도
GGB200000137,송원중학교.수원서부교회,37.2960667,127.0041167,2.02E+13,1120,31010,수원시,경기도
GGB200000138,로얄팰리스,37.2956667,127.0075667,2.02E+13,1214,31010,수원시,경기도
GGB200000139,장안문,37.2902833,127.0133667,2.02E+13,1143,31010,수원시,경기도
GGB200000140,보훈원복지타운.보훈요양원,37.2984333,127.0267667,2.02E+13,1191,31010,수원시,경기도
GGB200000141,보훈교육원.반딧불이연무시장,37.2964167,127.02575,2.02E+13,1187,31010,수원시,경기도
GGB200000142,경기남부보훈지청.경기도교육청,37.29455,127.0221667,2.02E+13,1252,31010,수원시,경기도
GGB200000143,수원농생고.수원북중학교.김천장양로원,37.2935167,127.0207833,2.02E+13,1178,31010,수원시,경기도
GGB200000144,교육청사거리,37.2917167,127.0183333,2.02E+13,1213,31010,수원시,경기도
GGB200000145,북수원시장.광교산입구,37.3091667,126.9943,2.02E+13,1089,31010,수원시,경기도
GGB200000146,삼익아파트.광교산입구,37.30945,126.99445,2.02E+13,1091,31010,수원시,경기도
GGB200000147,장안고등학교,37.2923333,126.9948,2.02E+13,1093,31010,수원시,경기도
GGB200000148,지지대교차로,37.3182167,126.98785,2.02E+13,1067,31010,수원시,경기도
GGB200000150,로얄팰리스,37.2954,127.0082833,2.02E+13,1211,31010,수원시,경기도
GGB200000151,이목동.장안힐스테이트,37.31345,126.9854167,2.02E+13,1210,31010,수원시,경기도
GGB200000152,이목동.장안STX칸,37.3154333,126.9838167,2.02E+13,1048,31010,수원시,경기도
GGB200000153,연세수요양병원.송죽희성연인아파트,37.30435,127.0009667,2.02E+13,1115,31010,수원시,경기도
GGB200000154,만석공원테니스장,37.303,127.0000167,2.02E+13,1110,31010,수원시,경기도
GGB200000155,만석공원.만석거삼거리,37.3024,126.9986167,2.02E+13,1106,31010,수원시,경기도
GGB200000156,온누리교회,37.3044333,127.0007333,2.02E+13,1113,31010,수원시,경기도
GGB200000157,한일타운,37.3044833,127.0124333,2.02E+13,1138,31010,수원시,경기도
GGB200000158,삼성아파트,37.2943833,126.9699333,2.02E+13,1007,31010,수원시,경기도
GGB200000159,성균관대학교,37.2971,126.9704833,2.02E+13,1011,31010,수원시,경기도
GGB200000160,성균관대역,37.2985333,126.9713167,2.02E+13,1015,31010,수원시,경기도
GGB200000161,성균관대역,37.2999333,126.9729,2.02E+13,1016,31010,수원시,경기도
GGB200000162,성균관대학교,37.29725,126.9709833,2.02E+13,1013,31010,수원시,경기도
GGB200000163,삼성아파트,37.2924833,126.9701667,2.02E+13,1010,31010,수원시,경기도
GGB200000164,이목동차고지,37.32155,126.9893667,2.02E+13,1072,31010,수원시,경기도
GGB200000165,이목동차고지.이목동입구,37.3216667,126.98905,2.02E+13,1070,31010,수원시,경기도
GGB200000166,장안문,37.2901667,127.01585,2.02E+13,1161,31010,수원시,경기도
GGB200000167,연무시장입구.연무동문화센터,37.2932,127.0260667,2.02E+13,1189,31010,수원시,경기도
GGB200000169,경기대수원캠퍼스입구.연무시장,37.2997833,127.0301333,2.02E+13,1202,31010,수원시,경기도
GGB200000170,연무시장입구.연무동문화센터,37.2934167,127.02605,2.02E+13,1190,31010,수원시,경기도
GGB200000171,광교산종점,37.33425,127.0172,2.02E+13,1167,31010,수원시,경기도
GGB200000172,새마을주택,37.3323,127.01545,2.02E+13,1158,31010,수원시,경기도
GGB200000173,상광교마을회관,37.3296167,127.0148333,2.02E+13,1150,31010,수원시,경기도
GGB200000174,상광교신다리.광교로컬푸드직매장,37.3276667,127.0149167,2.02E+13,1152,31010,수원시,경기도
GGB200000175,용머리다리,37.32375,127.0154667,2.02E+13,1157,31010,수원시,경기도
GGB200000176,용머리앞,37.3211833,127.0155667,2.02E+13,1160,31010,수원시,경기도
GGB200000177,장안문,37.2901333,127.0154333,2.02E+13,1151,31010,수원시,경기도
GGB200000178,KB손해보험인재니움,37.2917667,127.0179667,2.02E+13,1209,31010,수원시,경기도
GGB200000179,수원북중학교.수원농생고,37.2942,127.02115,2.02E+13,1181,31010,수원시,경기도
GGB200000180,경기남부보훈지청.경기도교육청,37.2954333,127.0238833,2.02E+13,1184,31010,수원시,경기도
GGB200000181,보훈교육원.반딧불이연무시장,37.29635,127.0254,2.02E+13,1185,31010,수원시,경기도
GGB200000182,보훈원복지타운.보훈요양원,37.2985833,127.0271,2.02E+13,1193,31010,수원시,경기도
GGB200000183,장안공원,37.2885667,127.0127,2.02E+13,1259,31010,수원시,경기도
GGB200000184,수원종합운동장.로얄팰리스.아너스빌위즈,37.2960333,127.0086833,2.02E+13,1129,31010,수원시,경기도
GGB200000185,수원KT위즈파크.행정동우회관.경기도남부자치경찰위원회,37.2996333,127.0074667,2.02E+13,1128,31010,수원시,경기도
GGB200000186,수원KT위즈파크.경기도청소년활동진흥상담복지센터,37.3005,127.0087,2.02E+13,1131,31010,수원시,경기도
GGB200000187,수원종합운동장.수원시체육회관.아너스빌위즈,37.2962167,127.0088833,2.02E+13,1130,31010,수원시,경기도
GGB200000188,장안문.느림보타운,37.2913167,127.0126,2.02E+13,1139,31010,수원시,경기도
GGB200000189,장안공원,37.2884833,127.013,2.02E+13,1260,31010,수원시,경기도
GGB200000190,화서문.장안공원,37.28615,127.0090667,2.02E+13,1258,31010,수원시,경기도
GGB200000191,교육청사거리,37.2914667,127.0202167,2.02E+13,1176,31010,수원시,경기도
GGB200000192,영화초등학교.한국건강관리협회,37.2961167,127.0150667,2.02E+13,1154,31010,수원시,경기도
GGB200000193,수원KT위즈파크.수원종합운동장,37.2993833,127.0117,2.02E+13,1136,31010,수원시,경기도
GGB200000194,경기일보.한일타운,37.3040333,127.0048833,2.02E+13,1123,31010,수원시,경기도
GGB200000195,수일여중.한빛현요양병원.경기도융합과학교육원,37.3065,127.0004333,2.02E+13,1208,31010,수원시,경기도
GGB200000196,한국가스안전공사,37.3078333,126.9973833,2.02E+13,1103,31010,수원시,경기도
GGB200000197,우만주공4단지,37.29245,127.0303667,2.02E+13,1256,31010,수원시,경기도
GGB200000198,GS아파트.천천푸르지오,37.2892833,126.97995,2.02E+13,1028,31010,수원시,경기도
GGB200000199,천천푸르지오,37.2904667,126.9830667,2.02E+13,1042,31010,수원시,경기도
GGB200000200,장안지하차도.수원KT위즈파크,37.3020333,127.0081667,2.02E+13,1238,31010,수원시,경기도
GGB200000201,영화공원,37.29605,127.0192333,2.02E+13,1227,31010,수원시,경기도
GGB200000202,한국은행,37.2866167,127.00935,2.02E+13,1232,31010,수원시,경기도
GGB200000203,세한교회,37.2844833,126.9804,2.02E+13,1261,31010,수원시,경기도
GGB200000204,화서역.화서주공3단지,37.2866167,126.9920333,2.02E+13,1082,31010,수원시,경기도
GGB200000240,화남아파트,37.30035,126.9653667,2.02E+13,1235,31010,수원시,경기도
GGB200000241,밤꽃마을뜨란채아파트,37.3062167,126.9704167,2.02E+13,1247,31010,수원시,경기도
GGB200000245,조원고등학교,37.3057333,127.0153,2.02E+13,1249,31010,수원시,경기도
GGB200000246,조원고등학교,37.3061667,127.0147,2.02E+13,1237,31010,수원시,경기도
GGB200000247,연무동,37.2926333,127.0319167,2.02E+13,1236,31010,수원시,경기도
GGB200000251,수원고용노동청,37.3025,126.9728167,2.02E+13,1245,31010,수원시,경기도
GGB200000265,정자초교사거리,37.3011333,126.997,2.02E+13,1240,31010,수원시,경기도
GGB200000266,경기수원의료원.파크푸르지오.두견마을,37.29065,126.9958,2.02E+13,1251,31010,수원시,경기도
GGB200000271,동성아울렛,37.2913167,127.0121833,2.02E+13,1239,31010,수원시,경기도
GGB200000275,상광교동종점,37.3294167,127.0144167,2.02E+13,1417,31010,수원시,경기도
GGB200000276,동원고교.해우재입구,37.3172167,126.9836333,2.02E+13,1253,31010,수원시,경기도
GGB200000277,신일아파트,37.3003333,126.9672167,2.02E+13,1416,31010,수원시,경기도
GGB200000278,조원시장,37.3007833,127.0160667,2.02E+13,1255,31010,수원시,경기도
GGB200000279,조원시장,37.3006,127.0161167,2.02E+13,1254,31010,수원시,경기도
GGB200000281,광교산스위첸아파트,37.3069,127.0123833,2.02E+13,12295,31010,수원시,경기도
GGB200000282,국세청삼거리.아주편한병원,37.3107,126.9909667,2.02E+13,1126,31010,수원시,경기도
GGB200000283,한마루.한국아파트,37.2918833,126.9878333,2.02E+13,1271,31010,수원시,경기도
GGB200000284,청솔주공아파트.효천초등학교,37.2922167,126.9877333,2.02E+13,1272,31010,수원시,경기도
GGB200000285,성균관대역.고용노동부경기지청.율전성당,37.3015,126.9731667,2.02E+13,1262,31010,수원시,경기도
GGB200000291,백선교회,37.3114667,126.978,2.02E+13,1270,31010,수원시,경기도
GGB200000292,백선교회,37.3115833,126.97765,2.02E+13,1263,31010,수원시,경기도
GGB200000293,동원고교.해우재입구,37.3158,126.9815833,2.02E+13,1268,31010,수원시,경기도
GGB200000296,상률초교,37.30535,126.9706667,2.02E+13,1275,31010,수원시,경기도
GGB200000297,상률초교.밤꽃마을뜨란채아파트,37.3054167,126.9704833,2.02E+13,1274,31010,수원시,경기도
GGB200000298,파장동북부차고지,37.3202333,126.9886,2.02E+13,1280,31010,수원시,경기도
GGB200000301,화남아파트,37.3005333,126.96545,2.02E+13,1415,31010,수원시,경기도
GGB200000302,조원뉴타운,37.3048333,127.0179333,2.02E+13,1281,31010,수원시,경기도
GGB200000303,보훈복지타운아파트,37.2998667,127.0236333,2.02E+13,1419,31010,수원시,경기도
GGB200000305,삼성1차아파트,37.2930667,126.9698167,2.02E+13,1279,31010,수원시,경기도
GGB200000306,보훈복지타운아파트,37.2997,127.02375,2.02E+13,1420,31010,수원시,경기도
GGB200000307,송원초등학교.유당마을,37.30745,127.0114167,2.02E+13,1090,31010,수원시,경기도
GGB200000308,수일여중,37.30715,127.0067,2.02E+13,1088,31010,수원시,경기도
GGB200000310,장안구청,37.3034,127.0112333,2.02E+13,1286,31010,수원시,경기도
GGB200000311,장안구청,37.3036833,127.0111333,2.02E+13,1283,31010,수원시,경기도
GGB200000312,경기남부보훈지청.경기도교육청,37.2962167,127.0219667,2.02E+13,1285,31010,수원시,경기도
GGB200000313,수원북중후문.경기도교육청,37.29605,127.0218333,2.02E+13,1284,31010,수원시,경기도
GGB200000314,천천육교.베스트타운,37.2970333,126.9794,2.02E+13,1412,31010,수원시,경기도
GGB200000316,경기일보.한일타운(공항버스),37.3050333,127.0032667,2.02E+13,1418,31010,수원시,경기도
GGB200000317,밤꽃사거리,37.3052167,126.9725833,2.02E+13,1291,31010,수원시,경기도
GGB200000318,밤꽃사거리,37.30525,126.9729667,2.02E+13,1292,31010,수원시,경기도
GGB200000321,장안공원,37.2882333,127.0125667,2.02E+13,1411,31010,수원시,경기도
GGB200000322,청솔한라아파트.롯데마트,37.2935,126.9831333,2.02E+13,1296,31010,수원시,경기도
GGB200000323,SK스카이뷰,37.30515,126.9862167,2.02E+13,1297,31010,수원시,경기도
GGB200000324,SK스카이뷰.다솔초등학교,37.3085833,126.9856833,2.02E+13,1298,31010,수원시,경기도
GGB200000325,SK스카이뷰.다솔초등학교,37.3081,126.9861167,2.02E+13,1299,31010,수원시,경기도
GGB200000326,SK스카이뷰,37.30525,126.9854833,2.02E+13,1300,31010,수원시,경기도
GGB200000327,청솔한라아파트.롯데마트,37.2953333,126.9836167,2.02E+13,1301,31010,수원시,경기도
GGB200000328,STX칸아파트.현대힐스테이트204동앞,37.314,126.9836833,2.02E+13,1302,31010,수원시,경기도
GGB200000330,송촌아파트,37.3072,126.9675333,2.02E+13,1303,31010,수원시,경기도
GGB200000331,신호아파트,37.3026,126.9891667,2.02E+13,1304,31010,수원시,경기도
GGB200000332,신호아파트,37.3025167,126.9893333,2.02E+13,1305,31010,수원시,경기도
GGB200000333,장안등기소(마을),37.2975,126.98305,2.02E+13,1306,31010,수원시,경기도
GGB200000335,조원주공아파트,37.3043333,127.0172333,2.02E+13,1308,31010,수원시,경기도
GGB200000336,한일타운후문.교통연수원,37.3075167,127.0102,2.02E+13,1309,31010,수원시,경기도
GGB200000337,수일여중,37.3067667,127.0070833,2.02E+13,1310,31010,수원시,경기도
GGB200000338,대우연구소,37.3088,127.0034833,2.02E+13,1311,31010,수원시,경기도
GGB200000339,대우연구소,37.3086667,127.0035167,2.02E+13,1312,31010,수원시,경기도
GGB200000340,수일남자중학교,37.30935,127.00215,2.02E+13,1313,31010,수원시,경기도
GGB200000341,수일남자중학교,37.3093667,127.0018667,2.02E+13,1314,31010,수원시,경기도
GGB200000342,용광사주택가,37.3103667,126.9997667,2.02E+13,1315,31010,수원시,경기도
GGB200000343,용광사주택가,37.3102333,126.9997833,2.02E+13,1316,31010,수원시,경기도
GGB200000344,용광사앞입구,37.3108833,126.99765,2.02E+13,1317,31010,수원시,경기도
GGB200000345,용광사앞입구,37.3108,126.9978833,2.02E+13,1318,31010,수원시,경기도
GGB200000346,익주아파트,37.30975,126.9961167,2.02E+13,1319,31010,수원시,경기도
GGB200000347,익주아파트,37.3094167,126.9960833,2.02E+13,1320,31010,수원시,경기도
GGB200000348,구)알파약국,37.3079167,126.9949,2.02E+13,1321,31010,수원시,경기도
GGB200000349,구)알파약국,37.30765,126.9948833,2.02E+13,1322,31010,수원시,경기도
GGB200000350,동남타운아파트,37.3051,126.9930333,2.02E+13,1323,31010,수원시,경기도
GGB200000351,동남타운아파트,37.3053,126.9929833,2.02E+13,1324,31010,수원시,경기도
GGB200000352,효자문사거리,37.3038833,126.9921167,2.02E+13,1325,31010,수원시,경기도
GGB200000353,효자문사거리,37.3037,126.9918,2.02E+13,1326,31010,수원시,경기도
GGB200000354,현대힐스테이트정문,37.31195,126.985,2.02E+13,1327,31010,수원시,경기도
GGB200000357,동원고.동우여고앞,37.3177333,126.98165,2.02E+13,1330,31010,수원시,경기도
GGB200000358,동원고.동우여고앞,37.3178,126.9813833,2.02E+13,1331,31010,수원시,경기도
GGB200000359,웰테크놀리지,37.3187167,126.9796167,2.02E+13,1332,31010,수원시,경기도
GGB200000360,웰테크놀리지,37.3186333,126.97945,2.02E+13,1333,31010,수원시,경기도
GGB200000361,해우재,37.3195667,126.9766667,2.02E+13,1334,31010,수원시,경기도
GGB200000362,해우재,37.3194333,126.9765333,2.02E+13,1335,31010,수원시,경기도
GGB200000363,이화노인회앞,37.32045,126.975,2.02E+13,1336,31010,수원시,경기도
GGB200000364,이화노인회앞,37.3203667,126.9749,2.02E+13,1337,31010,수원시,경기도
GGB200000365,계명고등학교,37.32075,126.9724667,2.02E+13,1338,31010,수원시,경기도
GGB200000366,대림.진흥아파트,37.3006833,126.9870667,2.02E+13,1339,31010,수원시,경기도
GGB200000367,대림.진흥아파트,37.30055,126.9872167,2.02E+13,1340,31010,수원시,경기도
GGB200000368,동남대후문.북수원리버파크,37.2993167,126.986,2.02E+13,1341,31010,수원시,경기도
GGB200000369,동남대후문.북수원리버파크,37.29945,126.9863833,2.02E+13,1342,31010,수원시,경기도
GGB200000370,영풍마을.동남대후문,37.2981,126.98505,2.02E+13,1343,31010,수원시,경기도
GGB200000371,영풍마을.동남대후문,37.2979167,126.98485,2.02E+13,1344,31010,수원시,경기도
GGB200000372,백설마을입구.동남대정문,37.29655,126.9859333,2.02E+13,1345,31010,수원시,경기도
GGB200000373,백설마을입구.대평고,37.29635,126.98575,2.02E+13,1346,31010,수원시,경기도
GGB200000374,수원우체국,37.3002167,126.98385,2.02E+13,1347,31010,수원시,경기도
GGB200000375,천천중.고등학교,37.2999667,126.98365,2.02E+13,1348,31010,수원시,경기도
