철도운영기관명,선명,역명,지번주소,도로명주소,환승
코레일,1호선,가능,경기도 의정부시 가능동 197-1,경기도 의정부시 평화로 633,n
코레일,1호선,가산디지털단지,서울특별시 금천구 가산동 468-4,서울특별시 금천구 벚꽃로 309,y
코레일,1호선,간석,인천광역시 남동구 간석4동 762번지,인천광역시 남동구 석정로 522-14,n
코레일,1호선,개봉,서울특별시 구로구 개보동 415,서울특별시 구로구 경인로40길 47,n
코레일,1호선,관악,경기도 안양시 만악구 석수동 101-16,경기도 안양시 만안구 경수대로1273번길 46,n
코레일,1호선,광명,경기도 광명시 일직동 276-1,경기도 광명시 광명역로 21,n
코레일,1호선,광운대,노원구 월계동 85,노원구 석계로 98-2,n
코레일,1호선,구로,서울특별시 구로구 구로동 585-3,서울특별시 구로구 구로중앙로 174,y
코레일,1호선,구일,서울시 구로구 구로1동 642-7,서울시 구로구 구일로 133,n
코레일,1호선,군포,경기도 군포시 당동 134-1,경기도 군포시 군포역1길 27  ,n
코레일,1호선,금정,경기도 군포시 금정동 613 금정역,경기도 군포시 군포로 750(금정동),y
코레일,1호선,금천구청,서울특별시 금천구 시흥대로63길 91  ,서울특별시 금천구 시흥대로63길 91  ,y
코레일,1호선,남영,서울특별시 용산구 갈월동 96-1,서울특별시 용산구 한강대로77길 25  ,n
코레일,1호선,노량진,서울특별시 동작구 노량진동 67-2,서울특별시 동작구 노량진로 151  ,y
코레일,1호선,녹양,경기도 의정부시 녹양동 96-1,경기도 의정부시 평화로 757,n
코레일,1호선,녹천,서울특별시 도봉구 창동 57-11,서울특별시 도봉구 덕릉로 376,n
코레일,1호선,당정,경기도 군포시 당정동 938번지,경기도 군포시 당정역로 91,n
코레일,1호선,대방,서울특별시 영등포구 신길동 1368-3,서울특별시 영등포구 여의대방로 300,n
코레일,1호선,덕계,경기도 양주시 덕계동 209-5,경기도 양주시 덕계로 126,n
코레일,1호선,덕정,경기도 양주시 덕정동 350-14,경기도 양주시 화합로 1356,n
코레일,1호선,도봉,서울시 도봉구 도봉2동 639,서울특별시 도봉구 도봉로 170길 2,n
코레일,1호선,도봉산,서울특별시 도봉구 도봉동 301-5,서울특별시 도봉구 도봉로 948,y
코레일,1호선,도원,인천광역시 동구 창영동 179-1번지,인천광역시 동구 참외전로 245번지,n
코레일,1호선,도화,도화동 668,인천광역시 미추홀구 숙골로 24번길 9,n
코레일,1호선,독산,서울특별시 금천구 가산동 717,서울특별시 금천구 벚꽃로115,n
서울교통공사,1호선,동대문,서울특별시 종로구 창신동 492-1 동대문역(1호선),서울특별시 종로구 종로 302,y
코레일,1호선,동두천,경기도 동두천시 동두천동 245-31,경기도 동두천시 평화로 2687(동두천역),n
코레일,1호선,동두천중앙,경기도 동두천시 생연동 726-3,경기도 동두천시 동두천로 228,n
서울교통공사,1호선,동묘앞,서울특별시 종로구 숭인동 117 동묘앞역(1호선),서울특별시 종로구 종로 359(숭인동),y
코레일,1호선,동암,인천 부평구 십정2동474-1,인천부평구 동암광장로 10,n
코레일,1호선,동인천,인천광역시 중구 인현동 1-613,인천광역시 중구 참외전로 121 ,n
코레일,1호선,두정,충청남도 천안시 서북구 두정동 84-1,충청남도 천안시 서북구 두정로 289  ,n
코레일,1호선,망월사,경기도 의정부시 호원동 50-5,경기도 의정부시 평화로 221,n
코레일,1호선,명학,경기도 안양시 안양6동 383-1,경기도 안양시 만안구 만안로 20,n
코레일,1호선,방학,서울시 도봉구 도봉로 150다길 3,서울시 도봉구 방학동 728,n
코레일,1호선,배방,충청남도 아산시 배방읍 구령리 148-2,충청남도 아산시 배방읍 온천대로 1967  ,n
코레일,1호선,백운,인천광역시 부평구 십정동 541-1,인천광역시 부평구 마장로 55번길 14,n
코레일,1호선,병점,경기도 화성시 진암동 824-1,경기도 화성시 떡전골로 97,n
코레일,1호선,보산,경기도 동두천시 보산동 422,경기도 동두천시 평화로 2539,n
코레일,1호선,봉명,봉명동 20-2,충청남도 천안시 동남구 차돌로 51,n
코레일,1호선,부개,인천광역시 부평구 부개동 468,인천광역시 부평구 수변로 22  ,n
코레일,1호선,부천,경기도 부천시 소사구 심곡본동 316-2,경기도 부천시 부천로 1,n
코레일,1호선,부평,인천광역시 부평구 부평동 738-21,인천광역시 부평구 광장로 16,y
코레일,1호선,서동탄,경기도 오산시 외삼미로 242,경기도 오산시 외삼미로 15번길 75-60,n
서울교통공사,1호선,서울역,서울특별시 중구 남대문로5가 73-6 서울역(1호선),서울특별시 중구 세종대로 2,y
코레일,1호선,서정리,경기도 평택시 서정동 427-53,경기도 평택시 탄현로51,n
코레일,1호선,석계,서울특별시 노원구 월계동 36-4,서울특별시 노원구 화랑로 341,y
코레일,1호선,석수,안양시 만안구 석수2동 423번지,경기도 안양시 만안구 경수대로 1431,n
코레일,1호선,성균관대,경기도 수원시 장안구 율전동 495-2,경기도 수원시 장안구 서부로 2149  ,n
코레일,1호선,성환,충청남도 천안시 서북구 성환읍 성환리 449-128,충청남도 천안시 서북구 성환읍 성환1로 237-5  ,n
코레일,1호선,세류,경기도 수원시 권선구 장지동 25-4,경기도 수원시 권선구 정조로 393-1(정자동 세류역사)  ,n
코레일,1호선,세마,경기도 오산시 세교동 244-5,경기도 오산시 세마역로 88,n
코레일,1호선,소사,경기도 부천시 소사구 소사본동 395,경기도 부천시 소사구 경인로 363,y
코레일,1호선,소요산,경기도 동두천시 상봄암동 126-3,경기도 동두천시 평화로 2925,n
코레일,1호선,송내,경기도 부천시 소사구 송내동 632-4,경기도 부천시 소사구 송내대로 43  ,n
코레일,1호선,송탄,경기도 평택시 신장동 257-5,경기도 평택시 송탄공원로 43,n
코레일,1호선,수원,경기도 수원시 팔달구 매산로1가 18,경기도 수원시 팔달구 덕영대로 924,y
서울교통공사,1호선,시청,서울특별시 중구 정동 5-5 시청역(1호선),서울특별시 중구 세종대로 101,y
코레일,1호선,신길,서울특별시 영등포구 신길동 41-1,서울특별시 영등포구 영등포로 327  ,y
코레일,1호선,신도림,서울시 구로구 신도림동 460-26,서울특별시 구로구 새말로 117-21  ,y
서울교통공사,1호선,신설동,서울특별시 동대문구 신설동 76-5 신설동역(1호선),서울특별시 동대문구 왕산로 1,y
코레일,1호선,신이문,서울특별시 동대문구 이문동 7,서울특별시 동대문구 한천로 472,n
코레일,1호선,신창(순천향대),충남 아산시 신창면 행목리 346-46,충남 아산시 신창면 행목로 50  ,n
코레일,1호선,쌍용(나사렛대),천안시 서북구 쌍용2동 426-3번지,충청남도 천안시 서북구 쌍용19로 20,n
코레일,1호선,아산,충청남도 아산시 배방읍 장재리 268,충청남도 아산시 배방읍 희망로 90,n
코레일,1호선,안양,경기도 안양시 만안구 안양동 88-1,경기도 안양시 만안구 만안로 232,n
코레일,1호선,양주,경기도 양주시 남방동 94-1,경기도 양주시 평화로 919,n
코레일,1호선,역곡,경기도 부천시 원미곡 역곡동 382,경기도 부천시 역곡로 1,n
코레일,1호선,영등포,서울특별시 영등포구 영등포동 618-496,서울특별시 영등포구 경인로 846,n
코레일,1호선,오류동,서울시 구로구 오류동 66,서울시 구로구 경인로 20길 13,n
코레일,1호선,오산,경기도 오산시 오산동 603-116,경기도 오산시 역광장로 59,n
코레일,1호선,오산대,경기도 오산시 수청동 435-1,경기도 오산시 청학로 236,n
코레일,1호선,온수,서울시 구로구 온수동51-7,서울시 구로구 부일로 872,y
코레일,1호선,온양온천,충청남도 아산시 온천동 56-9  ,충청남도 아산시 온천대로 1496  ,n
코레일,1호선,외대앞,서울특별시 동대문구 이문동 360-5,서울특별시 동대문구 휘경로 27  ,n
코레일,1호선,용산,서울 용산구 한강로3가 40-999,서울 용산구 한강대로23길 55,y
코레일,1호선,월계,서울특별시 노원구 월계동 263-1,서울시 노원구 월계로 53길 40,n
코레일,1호선,의왕,경기도 의왕시 삼동 191,경기도 의왕시 철도박물관로 66  ,n
코레일,1호선,의정부,경기도 의정부시 의정부동 168-54,경기도 의정부시 평화로 525,n
코레일,1호선,인천,인천광역시 중구,인천광역시 중구 제물량로 269,y
서울교통공사,1호선,제기동,서울특별시 동대문구 제기동 65 제기동역(1호선),서울특별시 동대문구 왕산로 93,n
코레일,1호선,제물포,인천광역시 미추홀구 숭의동 450-39,인천광역시 미추홀구 경인로 129,n
서울교통공사,1호선,종각,서울특별시 종로구 종로1가 54 종각역(1호선),서울특별시 종로구 종로 55,n
서울교통공사,1호선,종로3가,서울특별시 종로구 종로3가 10-5 종로3가역(1호선),서울특별시 종로구 종로 129,y
서울교통공사,1호선,종로5가,서울특별시 종로구 종로5가 82-1 종로5가역(1호선),서울특별시 종로구 종로 216,n
코레일,1호선,주안,인천광역시 남구 주안동 125,인천광역시 남구 주안로 95-19  ,y
코레일,1호선,중동,경기도 부천시 송내동 632번지,경기도 부천시 소사구 중동로 73,n
코레일,1호선,지행,동두천시 지행동 481-2,경기도 동두천시 평화로 2285,n
코레일,1호선,직산,충청남도 천안시 서북구 직산읍 모시리 58-11,충청남도 천안시 서북구 직산읍 천안대로 1471-33  ,n
코레일,1호선,진위,경기도 평택시 진위면 하북리 139-3,경기도 평택시 진위면 경기대로 1855,n
코레일,1호선,창동,서울특별시 도봉구 마들로 11길 77(창동역 1호선),서울특별시 도봉구 마들로 11길 77(창동역 1호선),y
코레일,1호선,천안,충청남도 천안시 대흥동 57-1,충청남도 천안시 동남구 대흥로 239,n
서울교통공사,1호선,청량리(서울시립대입구),서울특별시 동대문구 전농동 620-69 청량리역(1호선),서울특별시 동대문구 왕산로 205,y
코레일,1호선,탕정,,충남 아산시 탕정면 한들물빛6로 11,n
코레일,1호선,평택,경기도 평택시 평택동 185-568,경기도 평택시 평택로 51,n
코레일,1호선,평택지제,지제동 141-1,경기도 평택시 경기대로 777,n
코레일,1호선,화서,경기도 수원시 팔달구 화서동 464,경기도 수원시 팔달구 덕영대로 692  ,n
코레일,1호선,회기,서울특별시 동대문구 휘경동 317-101,서울특별시 동대문구 회기로 196,y
코레일,1호선,회룡,경기도 의정부시 호원동 50-5(회룡역),경기도 의정부시 평화로 363(회룡역),y
서울교통공사,2호선,강남,서울특별시 강남구 역삼동 858 강남역(2호선),서울특별시 강남구 강남대로 396,y
서울교통공사,2호선,강변(동서울터미널),서울특별시 광진구 구의동 546-6 강변역(2호선),서울특별시 광진구 강변역로 53(구의동),n
서울교통공사,2호선,건대입구,서울특별시 광진구 화양동 7-3 2호선 건대입구역(2호선),서울특별시 광진구 아차산로 243(화양동),y
서울교통공사,2호선,교대(법원·검찰청),서울특별시 서초구 서초동 1748-4 교대역(2호선),서울특별시 서초구 서초대로 294(서초동),y
서울교통공사,2호선,구로디지털단지,서울특별시 구로구 구로동 810-3 구로디지털단지역(2호선),서울특별시 구로구 도림천로 477(구로동),n
서울교통공사,2호선,구의(광진구청),서울특별시 광진구 구의동 245-24 구의역(2호선),서울특별시 광진구 아차산로 384-1(구의동),n
서울교통공사,2호선,까치산,서울특별시 강서구 화곡동 662-5,서울특별시 강서구 강서로 54 ,y
서울교통공사,2호선,낙성대,서울특별시 관악구 봉천동 1693-39 낙성대역(2호선),서울특별시 관악구 남부순환로 1928(봉천동),n
서울교통공사,2호선,당산,서울특별시 영등포구 당산동 6가 323-1 당산역(2호선),서울특별시 영등포구 당산로 229(당산동6가),y
서울교통공사,2호선,대림(구로구청),서울특별시 구로구 구로동 1204 대림역(2호선),서울특별시 구로구 도림천로 351(구로동),y
서울교통공사,2호선,도림천,서울특별시 구로구 신도림동 323-16 도림천역(2호선),서울특별시 구로구 경인로67길 160(신도림동),n
서울교통공사,2호선,동대문역사문화공원,서울특별시 중구 을지로 7가 112-3 동대문역사문화공원역(2호선),서울특별시 중구 을지로 279(을지로7가),y
서울교통공사,2호선,뚝섬,서울특별시 성동구 성수동1가 656-745 뚝섬역(2호선),서울특별시 성동구 아차산로 18(성수동1가),n
서울교통공사,2호선,문래,서울특별시 영등포구 문래동3가 68-1 문래역(2호선),서울특별시 영등포구 당산로 28(문래동3가),n
서울교통공사,2호선,방배,서울특별시 서초구 방배동 912-14 방배역(2호선),서울특별시 서초구 방배로 80(방배동),n
서울교통공사,2호선,봉천,서울툭별시 관악구 봉천동 979-7 봉천역(2호선),서울특별시 관악구 남부순환로 1721(봉천동),n
서울교통공사,2호선,사당,서울특별시 동작구 사당동 1129 사당역(2호선),서울특별시 동작구 남부순환로 2089(사당동),y
서울교통공사,2호선,삼성(무역센터),서울특별시 강남구 삼성동 172-66 삼성역(2호선),서울특별시 강남구 테헤란로 538(삼성동),n
서울교통공사,2호선,상왕십리,서울특별시 성동구 하왕십리동 946-14 상왕십리역(2호선),서울특별시 성동구 왕십리로 374(하왕십리동),n
서울교통공사,2호선,서울대입구(관악구청),서울특별시 관악구 봉천동 979-2 서울대입구역(2호선),서울특별시 관악구 남부순환로 1822(봉천동),n
서울교통공사,2호선,서초,서울특별시 서초구 서초동 1748-5 서초역(2호선),서울특별시 서초구 서초대로 233(서초동),n
서울교통공사,2호선,선릉,서울특별시 강남구 삼성동 172-66 선릉역(2호선),서울특별시 강남구 테헤란로 340(삼성동),y
서울교통공사,2호선,성수,서울특별시 성동구 성수동2가 300-1 성수역(2호선),서울특별시 성동구 아차산로 100(성수동2가),y
서울교통공사,2호선,시청,서울특별시 중구 서소문동 90-1 시청역(2호선),서울특별시 중구 서소문로 127(서소문동),y
서울교통공사,2호선,신답,서울특별시 성동구 용답동 129-2 신답역(2호선),서울특별시 성동구 천호대로 232(용답동),n
서울교통공사,2호선,신당,서울특별시 중구 신당동 99 신당역(2호선),서울특별시 중구 퇴계로 431-1(신당동),y
서울교통공사,2호선,신대방,서울특별시 동작구 신대방동 643-1 신대방역(2호선),서울특별시 동작구 대림로 2(신대방동),n
서울교통공사,2호선,신도림,서울특별시 구로구 신도림동 460-26 신도림역(2호선),서울특별시 구로구 새말로  117-21(신도림동),y
서울교통공사,2호선,신림,서울특별시 관악구 신림동 1467-10 신림역(2호선),서울특별시 관악구 남부순환로 1614(신림동),n
서울교통공사,2호선,신설동,서울특별시 동대문구 신설동 76-5 신설동역(2호선),서울특별시 동대문구 왕산로  1(신설동),y
서울교통공사,2호선,신정네거리,서울특별시 양천구 신정동 1231 신정네거리역(2호선),서울특별시 양천구 중앙로 261(신정동),n
서울교통공사,2호선,신촌,서울특별시 마포구 노고산동 31-11 신촌역(2호선),서울특별시 마포구 신촌로 90(노고산동),n
서울교통공사,2호선,아현,서울특별시 마포구 아현동 354-23 아현역(2호선),서울특별시 마포구 신촌로 270(아현동),n
서울교통공사,2호선,양천구청,서울특별시 양천구 신정동 276-7 양천구청역(2호선),서울특별시 양천구 목동로3길 33(신정동),n
서울교통공사,2호선,역삼,서울특별시 강남구 역삼동 804 역삼역(2호선),서울특별시 강남구 테헤란로 156(역삼동),n
서울교통공사,2호선,영등포구청,서울특별시 영등포구 당산동3가 270-1 영등포구청역(2호선),서울특별시 영등포구 당산로 121(당산동3가),y
서울교통공사,2호선,왕십리,서울특별시 성동구 행당동 192 왕십리역(2호선),서울특별시 성동구 왕십리로 300(행당동),y
서울교통공사,2호선,용답,서울특별시 성동구 용답동 127 용답역(2호선),서울특별시 성동구 용답길 86(용답동),n
서울교통공사,2호선,용두(동대문구청),서울특별시 동대문구 용두동 47-1 용두역(2호선),서울특별시 동대문구 천호대로 129(용두동),n
서울교통공사,2호선,을지로3가,서울특별시 중구 을지로3가 347-3 을지로3가역(2호선),서울특별시 중구 을지로 106(을지로3가),y
서울교통공사,2호선,을지로4가,서울특별시 중구 을지로4가 267-1 을지로4가역(2호선),서울특별시 중구 을지로 178(을지로4가),y
서울교통공사,2호선,을지로입구,서울특별시 중구 을지로1가 100-1 을지로입구역(2호선),서울특별시 중구 을지로 42(을지로1가),n
서울교통공사,2호선,이대,서울특별시 마포구 염리동 8-85 이대역(2호선),서울특별시 마포구 신촌로 180(염리동),n
서울교통공사,2호선,잠실(송파구청),서울특별시 송파구 신천동 8 잠실역(2호선),서울특별시 송파구 올림픽로 265(신천동),y
서울교통공사,2호선,잠실나루,서울특별시 송파구 신천동 15 잠실나루역(2호선),서울특별시 송파구 오금로 20(신천동),n
서울교통공사,2호선,잠실새내,서울특별시 송파구 잠실동 33 잠실새내역(2호선),서울특별시 송파구 올림픽로 140(잠실동),n
서울교통공사,2호선,종합운동장,서울특별시 송파구 잠실동 122 종합운동장역(2호선),서울특별시 송파구 올림픽로 23(잠실동),y
서울교통공사,2호선,충정로(경기대입구),서울특별시 서대문구 충정로3가 319-1 충정로역(2호선),서울특별시 서대문구 서소문로 17(충정로3가),y
서울교통공사,2호선,한양대,서울특별시 성동구 행당동 산17 한양대역(2호선),서울특별시 성동구 왕십리로 206(행당동),n
서울교통공사,2호선,합정,서울특별시 마포구 서교동 393 합정역(2호선),서울특별시 마포구 양화로 55(서교동),y
서울교통공사,2호선,홍대입구,서울특별시 마포구 동교동 165 홍대입구역(2호선),서울특별시 마포구 양화로 160(동교동),y
서울교통공사,3호선,가락시장,서울특별시 송파구 가락동 184-23 가락시장역(3호선),서울특별시 송파구 송파대로 257(가락동),y
서울교통공사,3호선,경복궁(정부서울청사),서울특별시 종로구 적선동 81-1 경복궁역(3호선),서울특별시 종로구 사직로 130(적선동),n
서울교통공사,3호선,경찰병원,서울특별시 송파구 가락동 10-15 경찰병원역(3호선),서울특별시 송파구 중대로 149(가락동),n
서울교통공사,3호선,고속터미널,서울특별시 서초구 반포동 19-11 고속터미널역(3호선),서울특별시 서초구 신반포로 188(반포동),y
서울교통공사,3호선,교대(법원·검찰청),서울특별시 서초구 서초동 1748-4 교대역(3호선),서울특별시 서초구 서초대로 294(서초동),y
서울교통공사,3호선,구파발,서울특별시 은평구 진관동 67-26 구파발역(3호선),서울특별시 은평구 진관2로 15-25 (진관동),n
서울교통공사,3호선,금호,서울특별시 성동구 금호동4가 1470 금호역(3호선),서울특별시 성동구 동호로 104(금호동4가),n
서울교통공사,3호선,남부터미널(예술의전당),서울특별시 서초구 서초동 1748-30 남부터미널역(3호선),서울특별시 서초구 서초중앙로 31(서초동),n
서울교통공사,3호선,녹번,서울특별시 은평구 녹번동 55 녹번역(3호선),서울특별시 은평구 통일로 602-1(녹번동),n
코레일,3호선,대곡,경기도 고양시 대장동 426-2,경기도 교양시 대주로 107번길 71-81,y
서울교통공사,3호선,대청,서울특별시 강남구 일원동 700-9 대청역(3호선),서울특별시 강남구 일원로 2(일원동),n
서울교통공사,3호선,대치,서울특별시 강남구 대치동 317-3 대치역(3호선),서울특별시 강남구 남부순환로 2952(대치동),n
코레일,3호선,대화,경기도 고양시 일산서구 대화동 2221,경기 고양시 일산서구 중앙로 1569,n
서울교통공사,3호선,도곡,서울특별시 강남구 도곡동 339-2 도곡역(3호선),서울특별시 강남구 남부순환로 2814(도곡동),y
서울교통공사,3호선,독립문,서울특별시 서대문구 현저동 101 독립문역(3호선),서울특별시 서대문구 통일로 247(현저동),n
서울교통공사,3호선,동대입구,서울특별시 중구 장충동2가 199-3 동대입구역(3호선),서울특별시 중구 동호로 256(장충동2가),n
코레일,3호선,마두,경기도 고양시 일산동구 마두동 765-1,경기도 고양시 일산동구 중앙로  1180,n
서울교통공사,3호선,매봉,서울특별시 강남구 도곡동 179-2 매봉역(3호선),서울특별시 강남구 남부순환로 2744(도곡동),n
서울교통공사,3호선,무악재,서울특별시 서대문구 홍제동 26-1 무악재역(3호선),서울특별시 서대문구 통일로 361(홍제동),n
코레일,3호선,백석,경기도 고양시 일산동구 백석동 1538,경기도 고양시 일산동구 중앙로 1042 (백석동) 백석역,n
서울교통공사,3호선,불광,서울특별시 은평구 대조동 13-10 불광역(3호선),서울특별시 은평구 통일로 723-1(대조동),y
코레일,3호선,삼송,경기도 고양시 덕양구 삼송동 18-5,경기도 고양시 덕양구 삼송로 194 삼송역,n
서울교통공사,3호선,수서,서울특별시 강남구 수서동 728 수서역(3호선),서울특별시 강남구 광평로 270(수서동),y
서울교통공사,3호선,신사,서울특별시 강남구 신사동 667 신사역(3호선),서울특별시 강남구 도산대로 102(신사동),n
서울교통공사,3호선,안국,서울특별시 종로구 안국동 73-1 안국역(3호선),서울특별시 종로구 율곡로 62(안국동),n
서울교통공사,3호선,압구정,서울특별시 강남구 신사동 668 압구정역(3호선),서울특별시 강남구 압구정로 172(신사동),n
서울교통공사,3호선,약수,서울특별시 중구 신당동 369-44 약수역(3호선),서울특별시 중구 다산로 122(신당동),y
서울교통공사,3호선,양재(서초구청),서울특별시 서초구 서초동 1366-9 양재역(3호선),서울특별시 서초구 남부순환로 2585(서초동),y
서울교통공사,3호선,연신내,서울특별시 은평구 갈현동 397 연신내역(3호선),서울특별시 은평구 통일로 849(갈현동),y
서울교통공사,3호선,오금,서울특별시 송파구 오금동 44-2 오금역(3호선),서울특별시 송파구 오금로 321(오금동),y
서울교통공사,3호선,옥수,서울특별시 성동구 옥수동 168-1 옥수역(3호선),서울특별시 성동구 동호로 21(옥수동),y
코레일,3호선,원당,경기도 고양시 덕양구 성사동 410-7,경기도 고양시 덕양구 고양대로 1429 원당역,n
코레일,3호선,원흥,경기도 고양시 덕양구 원흥동143-1,"경기도 고양시 덕양구 권율대로 681 (원흥동, 원흥역) 원흥역",n
서울교통공사,3호선,을지로3가,서울특별시 중구 을지로3가 282-8 을지로3가역(3호선),서울특별시 중구 을지로 129(을지로3가),y
서울교통공사,3호선,일원,서울특별시 강남구 일원동 717 일원역(3호선),서울특별시 강남구 일원로 121(일원동),n
서울교통공사,3호선,잠원,서울특별시 서초구 잠원동 100-1 잠원역(3호선),서울특별시 서초구 잠원로4길 46(잠원동),n
코레일,3호선,정발산,경기도 고양시 일산동구 마두동 1123,경기도 고양시 일산동구 중앙로 1270  ,n
서울교통공사,3호선,종로3가,서울특별시 종로구 묘동 20-5 종로3가역(3호선),서울특별시 종로구 돈화문로 30(묘동),y
코레일,3호선,주엽,경기도 고양시 일산 서구,"경기도 고양시 일산서구 중앙로 1432 (주엽동, 주엽역) 주엽역",n
서울교통공사,3호선,지축,경기도 고양시 덕양구 지축동 818-64 지축역(3호선),경기도 고양시 덕양구 삼송로 300(지축동),n
서울교통공사,3호선,충무로,서울특별시 중구 필동2가 16-2 충무로역(3호선),서울특별시 중구 퇴계로 214(필동2가),y
서울교통공사,3호선,학여울,서울특별시 강남구 대치동 514-3 학여울역(3호선),서울특별시 강남구 남부순환로 3104(대치동),n
서울교통공사,3호선,홍제,서울특별시 서대문구 홍제동 161-1 홍제역(3호선),서울특별시 서대문구 통일로 440-1(홍제동),n
코레일,3호선,화정,경기도 고양시 덕양구 화정동 1098,경기도 고양시 덕양구 화정로 60,n
코레일,4호선,경마공원,경기도 과천시 과천동 654,경기도 과천시 경마공원대로 105,n
코레일,4호선,고잔,경기도 안산시 단원구 고잔동 453-67,경기도 안산시 단원구 중앙대로 784,y
코레일,4호선,과천,경기도 과천시 별양동 2,경기도 과천시 별양로  177,n
코레일,4호선,금정,경기도 군포시 금정동 613 금정역,경기도 군포시 군포로 750(금정동),y
서울교통공사,4호선,길음,서울특별시 성북구 길음동 877-66 길음역(4호선),서울특별시 성북구 동소문로 248(길음동),n
서울교통공사,4호선,남태령,서울특별시 서초구 방배동 2909 남태령역(4호선),서울특별시 서초구 과천대로 816(방배동),n
서울교통공사,4호선,노원,서울특별시 노원구 상계동 602-5 노원역(4호선),서울특별시 노원구 상계로 69-1(상계동),y
서울교통공사,4호선,당고개,서울특별시 노원구 상계동 111 당고개역(4호선),서울특별시 노원구 상계로 305(상계동),n
코레일,4호선,대공원,경기도 과천시 과천동 727-1,경기도 과천시 대공원대로 50,n
코레일,4호선,대야미,군포시 대야1로28번,군포시 대야1로 28번,n
서울교통공사,4호선,동대문,서울특별시 종로구 종로6가 287-1 동대문역(4호선),서울특별시 종로구 율곡로 308(종로6가),y
서울교통공사,4호선,동대문역사문화공원,서울특별시 중구 광희동2가 9 동대문역사문화공원역(4호선),서울특별시 중구 장충단로 230(광희동2가),y
서울교통공사,4호선,동작(현충원),서울특별시 동작구 동작동 327-1 동작역(4호선),서울특별시 동작구 현충로 257(동작동),y
서울교통공사,4호선,명동,서울특별시 중구 충무로2가 109-2 명동역(4호선),서울특별시 중구 퇴계로 126(충무로2가),n
서울교통공사,4호선,미아,서울특별시 강북구 미아동 194-1 미아역(4호선),서울특별시 강북구 도봉로 198(미아동),n
서울교통공사,4호선,미아사거리,서울특별시 강북구 미아동 66-1 미아사거리역(4호선),서울특별시 강북구 도봉로 50(미아동),n
코레일,4호선,반월,경기도 안산시 상록구 건건동 산62-1,경기도 안산시 상록구 건건로 119-10,n
코레일,4호선,범계,경기도 안양시 동안구 호계동 1039-2,경기도 안양시 동안구 동안로  130,n
서울교통공사,4호선,사당,서울특별시 동작구 사당동 588-44 사당역(4호선),서울특별시 동작구  동작대로 3(사당동),y
코레일,4호선,산본,경기도 군포시 산본동 1231번지,경기도 군포시 번영로 504 (산본동),n
서울교통공사,4호선,삼각지,서울특별시 용산구 한강로1가 228-1 삼각지역(4호선),서울특별시 용산구 한강대로 180(한강로1가),y
서울교통공사,4호선,상계,서울특별시 노원구 상계동 156-203 상계역(4호선),서울특별시 노원구 상계로 182(상계동),n
코레일,4호선,상록수,경기도 안산시 상록구 본오동 1177,경기도 안산시 상록수 상록수로 61,n
서울교통공사,4호선,서울역,서울특별시 용산구 동자동 14-151 서울역 (4호선),서울특별시 용산구 한강대로 392(동자동),y
코레일,4호선,선바위,경기도 과천시 과천동 355,경기도 과천시 중앙로 440,n
서울교통공사,4호선,성신여대입구(돈암),서울특별시 성북구 동선동4가 1 성신여대입구역(4호선),서울특별시 성북구 동소문로 102(동선동4가),y
코레일,4호선,수리산,경기도 군포시 산본동 1231-1,경기도 군포시 번영로 385,n
서울교통공사,4호선,수유(강북구청),서울특별시 강북구 수유동 140 수유역(4호선),서울특별시 강북구 도봉로 338(수유동),n
서울교통공사,4호선,숙대입구(갈월),서울특별시 용산구 갈월동 16-7 숙대입구역(4호선),서울특별시 용산구 한강대로 306(갈월동),n
코레일,4호선,신길온천,경기도 안산시 단원구 신길동 216-2,경기도 안산시 단원구 황고개로 2,y
서울교통공사,4호선,신용산,서울특별시 용산구 한강로2가 181 신용산역(4호선),서울특별시 용산구 한강대로 112(한강로2가),n
서울교통공사,4호선,쌍문,서울특별시 도봉구 창동 703-4 쌍문역(4호선),서울특별시 도봉구 도봉로  486-1(창동),n
코레일,4호선,안산,경기도 안산시 단원구 원곡동 377-2,경기도 안산시 단원구 중앙대로 462,y
코레일,4호선,오이도,경기도 시흥시 정왕동 878,경기도 시흥시 역전로 430  ,y
서울교통공사,4호선,이촌(국립중앙박물관),서울특별시 용산구 용산동5가 17-112 이촌역(4호선),서울특별시 용산구 서빙고로 83(용산동5가),y
코레일,4호선,인덕원,경기도 안양시 동안구 관양2동 1566,경기도 안양시 동안구 흥안대로 529,n
코레일,4호선,정부과천청사,경기도 과천시 별양동 1,경기도 과천시 중앙로  100(별양동),n
코레일,4호선,정왕,경기도 시흥시 정왕동 2324-2,경기도 시흥시 마유로 418번길 15,y
코레일,4호선,중앙,경기도 안산시 단원구 고잔동 167-378 중앙역,경기도 안산시 단원구 중앙대로 918,y
서울교통공사,4호선,창동,서울특별시 도봉구 창동 135-1 창동역(4호선),서울특별시 도봉구 마들로11길 77(창동),y
코레일,4호선,초지,경기도 안산시 단원구 초지동 25-1,경기도 안산시 단원구 중앙대로 620,y
서울교통공사,4호선,총신대입구(이수),서울특별시 동작구 사당동 736-1 총신대입구(이수)역(4호선),서울특별시 동작구 동작대로 117(사당동),y
서울교통공사,4호선,충무로,서울특별시 중구 필동2가 16-2 충무로역(4호선),서울특별시 중구 퇴계로 214(필동2가),y
코레일,4호선,평촌,경기도 안양시 동안구 관양동 1608-1,경기도 안양시 동안구 부림로  123,n
