철도운영기관명,선명,역명,지번주소,도로명주소,환승
코레일,경의중앙,효창공원앞,서울특별시 용산구 용문동 5-157,서울특별시 용산구 원효로 71길 40,y
코레일,경춘,가평(자라섬·남이섬),경기도 가평군 가평읍 달전리 567,경기도 가평군 가평읍 문화로 13-42,n
코레일,경춘,갈매,구리시 갈매동 502-39,구리시 경춘북로 229,n
코레일,경춘,강촌,강원도 춘천시 남산면 방곡리 409,강원도 춘천시 남산면 강촌로 150,n
코레일,경춘,광운대,서울특별시 노원구 월계동 85,서울특별시 노원구 석계로 98-2,y
코레일,경춘,굴봉산(제이드가든),강원도 춘천시 남산면 백양리 588-30,강원도 춘천시 남산면 서백길 192,n
코레일,경춘,금곡,경기도 남양주시 금곡동 404-276,경기도 남양주시 금곡로19번길 47(금곡동),n
코레일,경춘,김유정,강원도 춘천시 신동면 증리 945-2,강원도 춘천시 신동면 김유정로 1435,n
코레일,경춘,남춘천(강원대),춘천시 퇴계동 633-2, 춘천시 영서로 2260,n
코레일,경춘,대성리,경기도 가평군 청평면 대성리 393-3,경기도 가평군 청평면 경춘로88,n
코레일,경춘,마석,경기도 남양주시 화도읍 마석우리 222-2,경기도 남양주시 화도읍 마석중앙로 107,n
코레일,경춘,망우,서울특별시 중랑구 상봉동 172,서울특별시 중랑구 망우로 55길 11-10,y
코레일,경춘,백양리(엘리시안강촌),강원도 춘천시 남산면 강촌리 680-7,강원도 춘천시 남산면 북한강변길 690,n
코레일,경춘,별내(삼육대학교),경기도 남양주시 별내동 182-5,경기도 남양주시 경춘북로 375(별내동 182-5),n
코레일,경춘,사릉,경기도 남양주시 진건읍 사능리 605-3,경기도 남양주시 진건우회로63 사릉역,n
코레일,경춘,상봉,서울특별시 중랑구 상봉동 100-46,서울특별시 중랑구 망우로 297,y
코레일,경춘,상천(호명호수),경기도 가평군 청평면 상천리 1260-1,경기도 가평군 청평면 상천역로29,n
코레일,경춘,신내,서울특별시 중랑구 망우동 320-2,서울특별시 중랑구 신내역로 20,y
코레일,경춘,중랑,서울특별시 중랑구 중화동 73-7,서울특별시 중랑구 중랑역로 9,y
코레일,경춘,천마산,경기도 남양주시 화도읍 묵현리 320-11,경기도 남양주시 화도읍 묵현로 25번길 37(묵현리),n
코레일,경춘,청량리,서울특별시 동대문구 전농동 588-1,서울특별시 동대문구 왕산로 214,y
코레일,경춘,청평,경기도 가평군 청평면 청평리 125-1,경기도 가평군 청평면 청평리 청평역로 97-33,n
코레일,경춘,춘천(한림대),강원도 춘천시 근화동 190,강원도 춘천시 공지로 591,n
코레일,경춘,퇴계원,경기도 남양주시 퇴계원면 퇴계원리 218-142,경기도 남양주시 퇴계원면 경춘북로 545,n
코레일,경춘,평내호평,경기도 남양주시 평내동 660,경기도 남양주시 경춘로 1375(평내동),n
코레일,경춘,회기,서울특별시 동대문구 휘경동 317-101,서울특별시 동대문구 회기로 196,y
공항철도주식회사,공항철도,검암,인천광역시 서구 검암동 414-204,인천광역시 서구 검바위로 26 (검암동) 공항철도 검암역,y
공항철도주식회사,공항철도,계양,인천광역시 계양구 귤현동 451-264,인천광역시 계양구 다남로 24 (귤현동) 공항철도 계양역,y
공항철도주식회사,공항철도,공덕,서울특별시 마포구 도화동 25-13,서울특별시 마포구 마포대로  92(도화동) 공항철도 공덕역,y
공항철도주식회사,공항철도,공항화물청사,인천광역시 중구 운서동 2844-7,인천광역시 중구 공항동로135번길 86 (운서동) 공항화물청사역,n
공항철도주식회사,공항철도,김포공항,서울특별시 강서구 방화동 886,서울특별시 강서구 하늘길  77(방화동) 공항철도 김포공항역,y
공항철도주식회사,공항철도,디지털미디어시티,서울특별시 마포구 상암동 1140,서울특별시 마포구 성암로  184(상암동) 공항철도 디지털미디어시티역,y
공항철도주식회사,공항철도,마곡나루,서울특별시 강서구 마곡동 367-6,서울특별시 강서구 마곡중앙로  135(마곡동),y
공항철도주식회사,공항철도,서울역,서울특별시 용산구 동자동 43-227,서울특별시 용산구 청파로 378 (동자동) 공항철도 서울역,y
공항철도주식회사,공항철도,영종,인천광역시 서구 경서동 519-2,인천광역시 중구 백운로414번길 75 (운복동) 영종역,n
공항철도주식회사,공항철도,운서,인천광역시 중구 운서동 1427-27,인천광역시 중구 흰바위로59번길 26 (운서동) 운서역,n
공항철도주식회사,공항철도,인천공항1터미널,인천광역시 중구 운서동 2851,인천광역시 중구 공항로 271 (운서동) 인천공항1터미널역,y
공항철도주식회사,공항철도,인천공항2터미널,인천광역시 중구 운서동 2868,인천광역시 중구 공항로 272 인천국제공항2터미널역,n
공항철도주식회사,공항철도,청라국제도시,인천광역시 서구 경서동 519-2,인천광역시 서구 에코로 151 (경서동) 청라국제도시역,n
공항철도주식회사,공항철도,홍대입구,서울특별시 마포구 동교동 190-1,서울특별시 마포구 양화로  188(동교동) 공항철도 홍대입구역,y
국가철도,김포골드,걸포북변,,경기도 김포시 김포대로 1040,n
국가철도,김포골드,고촌,,경기도 김포시 고촌읍 김포대로 350,n
국가철도,김포골드,구래,,경기도 김포시 김포한강7로 87,n
국가철도,김포골드,김포공항,,서울특별시 강서구 하늘길 77 ,y
국가철도,김포골드,마산,,경기도 김포시 김포한강3로 442,n
국가철도,김포골드,사우,,경기도 김포시 김포대로 852,n
국가철도,김포골드,운양,,경기도 김포시 김포한강1로 235,n
국가철도,김포골드,장기,,경기도 김포시 김포한강1로 59,n
국가철도,김포골드,풍무,,경기도 김포시 김포대로 710,n
국가철도,서해선,달미,,기도 안산시 단원구 선부동 481,n
국가철도,서해선,선부,,경기도 안산시 단원구 선부동 1074-1,n
국가철도,서해선,소사,,?경기도 부천시 소사동 43-51,y
국가철도,서해선,소새울,,경기도 부천시 소사본동 420-1,n
국가철도,서해선,시우,,경기도 안산시 단원구 원시동 804,n
국가철도,서해선,시흥능곡,,경기도 시흥시 능곡동 717,n
국가철도,서해선,시흥대야,,경기도 시흥시 대야동 289-21,n
국가철도,서해선,시흥시청,,경기도 시흥시 광석동 397,n
국가철도,서해선,신천,,경기도 시흥시 신천동 768-4,n
국가철도,서해선,신현,,경기도 시흥시 미산동 700-1,n
국가철도,서해선,원시,,경기도 안산시 단원구 원시동 803,n
국가철도,서해선,초지,,경기도 안산시 단원구 초지동 602-2,y
코레일,수인분당,가천대,경기도 성남시 수정구 태평동 7131,경기도 성남시 수정구 성남대로 1332,n
코레일,수인분당,강남구청,서울 강남구 삼성동 77-94,서울특별시 강남구 학동로 346,y
코레일,수인분당,개포동,서울시 강남구 개포동 181-2,서울시 강남구 개포로 420,n
코레일,수인분당,고색,경기도 수원시 권선구 고색동 377-2,경기도 수원시 권선구 매송고색로  690,n
코레일,수인분당,고잔,경기도 안산시 단원구 고잔동 453-67,경기도 안산시 단원구 중앙대로 784,y
코레일,수인분당,구룡,서울특별시 강남구 개포동 175-3,서울특별시 강남구 개포로  403,n
코레일,수인분당,구성,경기도 용인시 기흥구 마북동460-3,경기도 용인시 기흥구 용구대로 2403(마북동460-3),n
코레일,수인분당,기흥(백남준아트센터),경기도 용인시 기흥구 구갈동 227-25,경기도 용인시 기흥구 중부대로 460,y
코레일,수인분당,남동인더스파크,인천광역시 남동구 고잔동 970-8,인천광역시 남동구 은청로 17,n
코레일,수인분당,달월,경기도 시흥시 월곶동 662-3,경기도 시흥시 서해안로 736번길 55,n
코레일,수인분당,대모산입구,서울시 강남구 일원동 700-1,서울시 강남구 개포로 522,n
코레일,수인분당,도곡,서울특별시 강남구 도곡동 467-5,서울특별시 강남구 남부순환로 2814  ,y
코레일,수인분당,망포,경기도 수원시 영통구 영통동 1069,경기도 수원시 영통구 덕영대로  1520,n
코레일,수인분당,매교,경기도 수원시 팔달구 매교동 283,경기도 수원시 팔달구 효원로 126,n
코레일,수인분당,매탄권선,경기도 수원시 매탄동 687-4,경기도 수원시 영통구 권선로 841,n
코레일,수인분당,모란,경기도 성남시 중원구 성남동 1575,경기도 성남시 중원구 성남대로  1147  ,y
코레일,수인분당,미금(분당서울대병원),경기도 성남시 분당구 금곡동 222,경기도 성남시 분당구 성남대로 156,y
코레일,수인분당,보정,경기도 용인시 기흥구 보정동 1285,경기도 용인시 기흥구 용구대로 2560,n
코레일,수인분당,복정(동서울대학),서울특별시 송파구 장지동 596-21,서울특별시 송파구 송파대로 6,y
코레일,수인분당,사리,경기도 안산시 상록구 사동 206-1,경기도 안산시 상록구 충장로 103,n
코레일,수인분당,상갈(루터대학교),경기도 용인시 기흥구 상갈동 227-3,경기도 용인시 기흥구 금화로 40,n
코레일,수인분당,서울숲,서울특별시 성동구 성수동1가 656-436,서울특별시 성동구 왕십리로 77,n
코레일,수인분당,서현,경기도 성남시 분당구 서현동 263,경기도 성남시 분당구 성남대로 601,n
코레일,수인분당,선릉,서울특별시 강남구 삼성동 172-66,서울특별시 강남구 테헤란로 340,y
코레일,수인분당,선정릉(한국과학창의재단),서울시 강남구 삼성동 111-114 분당선 선정릉역,서울시 강남구 선릉로 580(삼성동 111-114),y
코레일,수인분당,소래포구,인천시 남동구 논현동 731-7,인천시 남동구 소래역로 51번길,n
코레일,수인분당,송도,인천광역시 연수구 옥련동 산 51-3,인천광역시 연수구 비류대로 175 송도역,n
코레일,수인분당,수내(한국잡월드),경기도 성남시 분당구 수내동 14,경기도 성남시 분당구 성남대로 491,n
코레일,수인분당,수서,서울특별시 강남구 수서동 728,서울특별시 강남구 광평로 270 1층(수서동),y
코레일,수인분당,수원,경기도 수원시 팔달구 매산로1가 18,경기도 수원시 팔달구 덕영대로 944,y
코레일,수인분당,수원시청(경기도문화의전당),경기도 수원시 권선구 권선동 1122,경기도 수원시 권선구 효원로 270,n
코레일,수인분당,숭의(인하대병원),인천광역시 미추홀구 용현동 686-55,인천시 미추홀구 인주대로  6,n
코레일,수인분당,신갈,경기도 용인시 기흥구 신갈동 167,경기도 용인시 기흥구 기흥로 136  ,n
코레일,수인분당,신길온천,경기도 안산시 단원구 신길동 216-2,경기도 안산시 단원구 황고개로 2 ,y
코레일,수인분당,신포,인천광역시 중구 사동 26-19,인천시 중구 우현로  3 (사동),n
코레일,수인분당,안산,경기도 안산시 단원구 원곡동 377-2,경기도 안산시 단원구 중앙대로 462,y
코레일,수인분당,압구정로데오,서울특별시 강남구 압구정동 495,서울시 강남구 압구정로  402,n
코레일,수인분당,야목,경기도 화성시 매송면 야목리 792-2,경기도 화성시 매송면 본오매송로 286,n
코레일,수인분당,야탑,경기도 성남시 분당구 야탑동 488-1,경기도 성남시 분당구 성남대로  903,n
코레일,수인분당,어천,어천리 411,경기도 화성시 매송면 어천역길 8(어천리),n
코레일,수인분당,연수,인천시 연수구 연수동 589번지,인천시 연수구 벚꽃로 115,n
코레일,수인분당,영통(경희대),경기도 수원시 영통구 영통동 1055,경기도 수원시 영통구 봉영로 1560,n
코레일,수인분당,오리,경기도 성남시 분당구 구미동 197-1,경기도 성남시 분당구 성남대로 55,n
코레일,수인분당,오목천,경기도 수원시 권선구 오목천동 472-3,경기도 수원시 권선구 삼천병마로 1570,n
코레일,수인분당,오이도,경기도 시흥시 정왕동 878,경기도 시흥시 역전로 430,y
코레일,수인분당,왕십리,서울특별시 성동구 행당동 168-151,서울특별시 성동구 왕십리광장로 17,y
코레일,수인분당,원인재,인천광역시 연수구 연수동 585-1,인천광역시 연수구 벚꽃로 195,y
코레일,수인분당,월곶,경기도 시흥시 월곶동 992-9,경기도 시흥시 월곶중앙로 14번길 56,n
코레일,수인분당,이매(성남아트센터),경기도 성남시 분당구 이매동 129-1,경기도 성남시 분당구 성남대로 738(이매동),y
코레일,수인분당,인천,인천광역시 중구 북성동 1가 3-1,인천광역시 중구 제물량로 269,y
코레일,수인분당,인천논현,인천광역시 남동구 논현동 731-4,인천광역시 남동구 청능대로 567,n
코레일,수인분당,인하대,인천시 미추홀구 용현동 672-1번지,인천시 미추홀구 독배로 313,n
코레일,수인분당,정왕,경기도 시흥시 정왕동 2325-12,경기도 시흥시 마유로418번길 15,y
코레일,수인분당,정자,경기도 성남시 분당구 정자동 95-1,경기도 성남시 분당구 성남대로 333,y
코레일,수인분당,죽전(단국대),경기도 용인시 수지구 죽전동 1286,경기도 용인시 수지구 포은대로 530,n
코레일,수인분당,중앙,경기도 안산시 단원구 고잔동 167-378 중앙역,경기도 안산시 단원구 중앙대로 918,n
코레일,수인분당,청량리,서울특별시 동대문구 전농동 588-1,서울특별시 동대문구 왕산로 214,y
코레일,수인분당,청명,수원시 영통구 영통동 1055번지,수원시 영통구 봉영로  1670,n
코레일,수인분당,초지,경기도 안산시 단원구 초지동 25-1,경기도 안산시 단원구 중앙대로 620,y
코레일,수인분당,태평,경기도 성남시 수정구 수진동 4808,경기도 성남시 수정구 성남대로 1229,n
코레일,수인분당,한대앞,경기도 안산시 상록구 이동 211-5,경기도 안산시 상록구 충장로 337,y
코레일,수인분당,한티,서울특별시 강남구 대치동 1011-28,서울특별시 강남구 선릉로 228 1층,n
코레일,수인분당,호구포,인천시 남동구 논현동 731-1,인천광역시 남동구 호구포로 205,n
국가철도,신림선,관악산역,,서울특별시 관악구 신림동 211,n
국가철도,신림선,당곡역,,서울특별시 관악구 봉천동 985,n
국가철도,신림선,대방역,,서울특별시 영등포구 신길동 1375-1,n
국가철도,신림선,보라매공원역,,서울특별시 동작구 신대방동 722,n
국가철도,신림선,보라매병원,,서울특별시 동작구 신대방동 395-61,n
국가철도,신림선,서울대벤처타운역,,서울특별시 관악구 신림동 110-10,n
국가철도,신림선,서울지방병무청역,,서울특별시 동작구 대방동 466-41,n
국가철도,신림선,서원역,,서울특별시 관악구 신림동 808-407,n
국가철도,신림선,신림역,,서울특별시 관악구 남부순환로 1614,n
국가철도,신분당선,강남,서울특별시 강남구 역삼동 858,서울특별시 강남구 강남대로 396,y
국가철도,신분당선,광교(경기대),경기도 수원시 영통구 이의동 742,경기도 수원시 영통구 이의동 742,n
국가철도,신분당선,광교중앙(아주대),경기도 수원시 영통구 이의동 177-18,경기도 수원시 영통구 도청로 지하 45,n
국가철도,신분당선,동천,경기도 용인시 수지구 동천동 322-3,경기도 용인시 수지구 신수로 지하 760,n
국가철도,신분당선,미금(분당서울대병원),경기도 성남시 분당구 금곡동 222,경기도 성남시 분당구 성남대로 156,y
국가철도,신분당선,상현,경기도 용인시 수지구 상현동 502-10,경기도 용인시 수지구 광교중앙로 지하 312,n
국가철도,신분당선,성복,경기도 용인시 수지구 성복동 720,경기도 용인시 수지구 수지로 지하 134,n
국가철도,신분당선,수지구청,경기도 용인시 수지구 풍덕천동 1045,경기도 용인시 수지구 풍덕천로 지하 120,n
국가철도,신분당선,양재(서초구청),서울특별시 서초구 서초동 1366-9,서울특별시 서초구 남부순환로 2585,y
국가철도,신분당선,양재시민의숲(매헌),서울특별시 서초구 양재동 233-2,서울특별시 서초구 매헌로 116,n
국가철도,신분당선,정자,경기도 성남시 분당구 정자동 95-1,경기도 성남시 분당구 성남대로 333,y
국가철도,신분당선,청계산입구,서울특별시 서초구 신원동 270-25,서울특별시 서초구 청계산로 179,n
국가철도,신분당선,판교(판교테크노밸리),경기도 성남시 분당구 백현동 19-2,경기도 성남시 분당구 판교역로 160,y
용인경량전철주식회사,용인에버라인,강남대,경기도 용인시 기흥구 구갈동 480-42,경기도 용인시 기흥구 중부대로 578,n
용인경량전철주식회사,용인에버라인,고진,경기도 용인시 처인구 유방동 1029-8,경기도 용인시 처인구 경안천로 141,n
용인경량전철주식회사,용인에버라인,기흥(백남준아트센터),경기도 용인시 기흥구 구갈동 480-36,경기도 용인시 기흥구 중부대로 460,y
용인경량전철주식회사,용인에버라인,김량장,경기도 용인시 처인구 김량장동 486-21,경기도 용인시 처인구 금학로 315,n
용인경량전철주식회사,용인에버라인,동백,경기도 용인시 기흥구 중동 1087,경기도 용인시 기흥구 동백죽전대로 314,n
용인경량전철주식회사,용인에버라인,둔전,경기도 용인시 처인구 포곡읍 둔전리 406-93,경기도 용인시 처인구 포곡읍 포곡로 70,n
용인경량전철주식회사,용인에버라인,명지대,경기도 용인시 처인구 역북동 484-10,경기도 용인시 처인구 금학로 241,n
용인경량전철주식회사,용인에버라인,보평,경기도 용인시 처인구 유방동 276-1,경기도 용인시 처인구 경안천로 313,n
용인경량전철주식회사,용인에버라인,삼가,경기도 용인시 처인구 삼가동 499-1,경기도 용인시 처인구 중부대로 1098,n
용인경량전철주식회사,용인에버라인,시청·용인대,경기도 용인시 처인구 삼가동 255-15,경기도 용인시 처인구 중부대로 1199-1,n
용인경량전철주식회사,용인에버라인,어정,경기도 용인시 기흥구 상하동 620-50,경기도 용인시 기흥구 어정로 128,n
용인경량전철주식회사,용인에버라인,운동장·송담대,경기도 용인시 처인구 김량장동 144-6,경기도 용인시 처인구 금학로 409,n
용인경량전철주식회사,용인에버라인,전대·에버랜드,경기도 용인시 처인구 포곡읍 전대리 192-38,경기도 용인시 처인구 포곡읍 에버랜드로 143,n
용인경량전철주식회사,용인에버라인,지석,경기도 용인시 기흥구 상하동 401-1,경기도 용인시 기흥구 어정로 28,n
용인경량전철주식회사,용인에버라인,초당,경기도 용인시 기흥구 중동 1090,경기도 용인시 기흥구 동백죽전대로 204,n
우이신설경전철주식회사,우이신설,4.19민주묘지,서울특별시 강북구 우이동 72-186,서울특별시 강북구 삼양로 519,n
우이신설경전철주식회사,우이신설,가오리,서울특별시 강북구 수유동 338-46,서울특별시 강북구 삼양로 426,n
우이신설경전철주식회사,우이신설,보문,서울특별시 성북구 보문동1가 127-6,서울특별시 성북구 보문로  116,n
우이신설경전철주식회사,우이신설,북한산보국문,서울특별시 성북구 정릉동 286-19,서울특별시 성북구 보국문로  88,n
우이신설경전철주식회사,우이신설,북한산우이,서울특별시 강북구 우이동 16-20,서울특별시 강북구 삼양로  676,n
우이신설경전철주식회사,우이신설,삼양,서울특별시 강북구 미아동 791-4703,서울특별시 강북구 삼양로  259,n
우이신설경전철주식회사,우이신설,삼양사거리,서울특별시 강북구 미아동 745-142,서울특별시 강북구 삼양로 197,n
우이신설경전철주식회사,우이신설,성신여대입구,서울특별시 성북구 동선동1가 101-8,서울특별시 성북구 동소문로  102,y
우이신설경전철주식회사,우이신설,솔밭공원,서울특별시 강북구 우이동 57-28,서울특별시 강북구 삼양로 595,n
우이신설경전철주식회사,우이신설,솔샘,서울특별시 강북구 미아동 1353-20,서울특별시 강북구 솔샘로  189,n
우이신설경전철주식회사,우이신설,신설동,서울특별시 동대문구 신설동 132-259,서울특별시 동대문구 왕산로  1,y
우이신설경전철주식회사,우이신설,정릉,서울특별시 성북구 정릉동 966-330,서울특별시 성북구 아리랑로  112,n
우이신설경전철주식회사,우이신설,화계,서울특별시 강북구 수유동 472-677,서울특별시 강북구 삼양로 341,n
의정부경량전철주식회사,의정부경전철,경기도청북부청사,경기도 의정부시 신곡동 815-3,경기도 의정부시 장곡로 615,n
의정부경량전철주식회사,의정부경전철,경전철의정부,경기도 의정부시 의정부동 691,경기도 의정부시 신흥로 237,n
의정부경량전철주식회사,의정부경전철,곤제,경기도 의정부시 금오동 3-3,경기도 의정부시 천보로 173,n
의정부경량전철주식회사,의정부경전철,동오,경기도 의정부시 신곡동 547-15,경기도 의정부시 장곡로 471,n
의정부경량전철주식회사,의정부경전철,발곡,경기도 의정부시 신곡동 741-3,경기도 의정부시 장곡로 258,n
의정부경량전철주식회사,의정부경전철,범골,경기도 의정부시 호원동 326-24,경기도 의정부시 신흥로 141,n
의정부경량전철주식회사,의정부경전철,새말,경기도 의정부시 신곡동 815-1,경기도 의정부시 장곡로 551,n
의정부경량전철주식회사,의정부경전철,송산,경기도 의정부시 용현동 558,경기도 의정부시 충의로 59,n
의정부경량전철주식회사,의정부경전철,어룡(용현산업단지),경기도 의정부시 용현동 564,경기도 의정부시 충의로 125,n
의정부경량전철주식회사,의정부경전철,의정부시청,경기도 의정부시 의정부동 617,경기도 의정부시 의정로 69,n
의정부경량전철주식회사,의정부경전철,의정부중앙,경기도 의정부시 의정부동 15-10,경기도 의정부시 호국로 1305,n
의정부경량전철주식회사,의정부경전철,탑석,경기도 의정부시 용현동 558,경기도 의정부시 충의로 20,n
의정부경량전철주식회사,의정부경전철,회룡,경기도 의정부시 호원동 50-5,경기도 의정부시 평화로 363,y
의정부경량전철주식회사,의정부경전철,효자,경기도 의정부시 신곡동 773-2,경기도 의정부시 부용로 159-40,n
의정부경량전철주식회사,의정부경전철,흥선,경기도 의정부시 가능동 343-52,경기도 의정부시 호국로 1197,n
인천교통공사,인천1호선,간석오거리,인천광역시 남동구 간석동 239-3,인천광역시 남동구 경인로  642,n
인천교통공사,인천1호선,갈산,인천광역시 부편구 청천동 112,인천광역시 부평구 부평대로  286,n
인천교통공사,인천1호선,경인교대입구,인천광역시 계양구 계산동 1034,인천광역시 계양구 계양대로  162,n
인천교통공사,인천1호선,계산,인청광역시 계양구 계산동 1014,인천광역시 계양구 경명대로  1089,n
인천교통공사,인천1호선,계양,인천광역시 계양구 귤현동 451-264,인천광역시 계양구 다남로 24,y
인천교통공사,인천1호선,국제업무지구,인천광역시 연수구 송도동 78,인천광역시 연수구 인천타워대로  334,n
인천교통공사,인천1호선,귤현,인천광역시 계양구 귤현동 334-1,인천광역시 계양구 장제로 1136,n
인천교통공사,인천1호선,동막,인천광역시 연수구 동춘동 927-1,인천광역시 연수구 경원대로 80,n
인천교통공사,인천1호선,동수,인천광역시 부평구 부평동 686,인천광역시 부평구 경인로  877,n
인천교통공사,인천1호선,동춘,인천광역시 연수구 동춘동 926-11,인천광역시 연수구 경원대로  180,n
인천교통공사,인천1호선,문학경기장,인천광역시 연수구 선학동 117-1,인천광역시 연수구 예술로  2,n
인천교통공사,인천1호선,박촌,인천광역시 계양구 박촌동 101-8,인천광역시 계양구 장제로 992,n
인천교통공사,인천1호선,부평,인천광역시 부평구 부평동 224-1,인천광역시 부평구 광장로  15,y
인천교통공사,인천1호선,부평구청,인천광역시 부평구 청천동 112,인천광역시 부평구 부평대로  189,y
인천교통공사,인천1호선,부평삼거리,인천광역시 부평구 십정동 592,인천광역시 부평구 경인로  765,n
인천교통공사,인천1호선,부평시장,인천광역시 부평구 부평동 224-1,인천광역시 부평구 부평대로  69,n
인천교통공사,인천1호선,선학,인천광역시 연수구 선학동 241-2,인천광역시 연수구 경원대로  480,n
인천교통공사,인천1호선,센트럴파크,인천광역시 연수구 송도동 78,인천광역시 연수구 인천타워대로  240,n
인천교통공사,인천1호선,송도달빛축제공원,,인천광역시 연수구 송도동 340번지,n
인천교통공사,인천1호선,신연수,인천광역시 연수구 선학동 384,인천광역시 연수구 경원대로  368,n
인천교통공사,인천1호선,예술회관,인천광역시 남동구 구월동 1408,인천광역시 남동구 예술로  172,n
인천교통공사,인천1호선,원인재,인천광역시 연수구 연수동 647,인천광역시 연수구 경원대로  285,y
인천교통공사,인천1호선,인천대입구,인천광역시 연수구 송도동 48,인천광역시 연수구 인천타워대로  155,n
인천교통공사,인천1호선,인천시청,인천광역시 남돌구 간석동 927,인천광역시 남동구 예술로  264,y
인천교통공사,인천1호선,인천터미널,인천광역시 미추홀구 관교동 14,인천광역시 미추홀구 예술로  85,n
인천교통공사,인천1호선,임학,인청광역시 계양구 임학동 93,인천광역시 계양구 장제로  875,n
인천교통공사,인천1호선,작전,인천광역시 계양구 작전동 878,인천광역시 계양구 계양대로  73,n
인천교통공사,인천1호선,지식정보단지,인천광역시 연수구 송도동 48,인천광역시 연수구 인천타워대로  57,n
인천교통공사,인천1호선,캠퍼스타운,인천광역시 연수구 송도동 3-47,인천광역시 연수구 송도국제대로  66,n
인천교통공사,인천1호선,테크노파크,인천광역시 연수구 송도동 7-51,인천광역시 연수구 송도국제대로  150,n
인천교통공사,인천2호선,가재울,인천광역시 서구 가좌동 288,인천광역시 서구 열우물로 252,n
인천교통공사,인천2호선,가정,인천광역시 서구 가정동 산116-5,인천광역시 서구 봉오대로 234,n
인천교통공사,인천2호선,가정중앙시장,인천광역시 서구 가정동 529,인천광역시 서구 가남로 400,n
인천교통공사,인천2호선,검단사거리,인천광역시 서구 왕길동234-1,인천광역시 서구 검단로 473,n
인천교통공사,인천2호선,검단오류,인천광역시 서구 오류동 450-4,인천광역시 서구 검단로 187,n
인천교통공사,인천2호선,검바위,인천광역시 서구 검암동 산72-15,인천광역시 서구 서곶로 492,n
인천교통공사,인천2호선,검암,인천광역시 서구 검암동 370-25,인천광역시 서구 검바위로 4,y
인천교통공사,인천2호선,남동구청,인천광역시 남동구 만수동 1006번지,인천광역시 남동구 인주대로  889,n
인천교통공사,인천2호선,독정,인천광역시 서구 백석동 74-1,인천광역시 서구 서곶로 760,n
인천교통공사,인천2호선,마전,인천광역시 서구 마전동 999-25,인천광역시 서구 완정로 68,n
인천교통공사,인천2호선,만수,인천광역시 남동구 만수동 993번지,인천광역시 남동구 구월로  367,n
인천교통공사,인천2호선,모래내시장,인천광역시 남동구 구월동 341-6번지,인천광역시 남동구 구월로  255,n
인천교통공사,인천2호선,서구청,인천광역시 서구 심곡동 산7-4,인천광역시 서구 서곶로 294,n
인천교통공사,인천2호선,서부여성회관,인천광역시 서구 석남동 563-4,인천광역시 서구 가석로 169,n
인천교통공사,인천2호선,석남,인천광역시 서구 석남동 600,인천광역시 서구 가석로 257,y
인천교통공사,인천2호선,석바위시장,인천광역시 미추홀구 주안동 1597번지,인천광역시 미추홀구 구월로 19,n
인천교통공사,인천2호선,석천사거리,인천광역시 남동구 구월동 73-3번지,인천광역시 남동구 구월로  181,n
인천교통공사,인천2호선,시민공원,인천광역시 미추홀구 주안동 189번지,인천광역시 미추홀구 경인로 371,n
인천교통공사,인천2호선,아시아드경기장,인천광역시 서구 연희동 94-6,인천광역시 서구 서곶로 382,n
인천교통공사,인천2호선,완정,인천광역시 서구 당하동 1077-10,인천광역시 서구 원당대로 650,n
인천교통공사,인천2호선,왕길,인천광역시 서구 왕길동 474-8,인천광역시 서구 검단로 323,n
인천교통공사,인천2호선,운연,인천광역시 남동구 운연동 131-2,인천광역시 남동구 매소홀로 1229,n
인천교통공사,인천2호선,인천가좌,인천광역시 서구 가좌동 110,인천광역시 서구 가석로 67,n
인천교통공사,인천2호선,인천대공원,인천광역시 남동구 장수동 606-9,인천광역시 남동구 수인로 3677,n
인천교통공사,인천2호선,인천시청,인천광역시 남동구 간석동 927,인천광역시 남동구 구월로  99,y
인천교통공사,인천2호선,주안,인천광역시 미추홀구 주안동 125,인천광역시 미추홀구 주안로  91-1,y
인천교통공사,인천2호선,주안국가산단,인천광역시 서구 가좌동 606-11,인천광역시 서구 방축로 343,n
