시군명,공동주택명정보,읍면동주소,지번주소,사용검사일자,층수,동수,세대수,의무관리대상여부,addr,x,y,lng,lat
의정부시,리안빌라,금오동,421-28,2020-06-24,6,2,16,N,경기도 의정부시 금오동 421-28,960980.237079043,1972466.59462738,127.0570645793967,37.75100662920455
의정부시,맥스타워,의정부동,166-12,2013-06-20,19,1,297,Y,경기도 의정부시 의정부동 166-12,960132.043677452,1970596.51658382,127.04753914187447,37.734115014223825
의정부시,메트로타워,의정부동,167-1,2018-06-20,19,1,176,Y,경기도 의정부시 의정부동 167-1,960083.850633729,1970601.27045572,127.04699195434962,37.73415576043446
의정부시,메트하임 의정부,의정부동,44855,2020-06-03,23,1,196,Y,경기도 의정부시 의정부동 44855,,,,
의정부시,목화연립,가능동,610-10,1986-12-20,3,1,21,N,경기도 의정부시 가능동 610-10,959174.212469829,1972682.35556947,127.03655184470722,37.752872453173175
의정부시,문화 늘푸른,가능동,641-15,2004-04-16,10,1,47,N,경기도 의정부시 가능동 641-15,959729.78930541,1972318.96395729,127.04287863269815,37.74962183693761
의정부시,미리온(도시형),의정부동,44635,2012-10-30,15,1,146,N,경기도 의정부시 의정부동 44635,,,,
의정부시,민락 금강펜테리움아파트,낙양동,709,2016-12-28,26,9,716,Y,경기도 의정부시 낙양동 709,964716.945717966,1972407.35383575,127.09948395062591,37.75062446092655
의정부시,민락 우미린더스카이,민락동,889,2018-08-23,34,7,732,Y,경기도 의정부시 민락동 889,965866.872177115,1972354.32588256,127.1125395692001,37.750190149779186
의정부시,민락15단지,민락동,895,2013-11-18,20,9,530,Y,경기도 의정부시 민락동 895,966205.442991409,1972740.23113659,127.1163648010703,37.75368091541957
의정부시,민락e편한세상,민락동,550-4,2006-05-22,22,7,474,Y,경기도 의정부시 민락동 550-4,964095.027774385,1971063.29635719,127.0924908292315,37.73848618443183
의정부시,민락노블랜드,낙양동,758,2018-12-11,25,10,792,N,경기도 의정부시 낙양동 758,965521.670199428,1972749.25557332,127.10860236091848,37.75373673213754
의정부시,민락라디언트캐슬,낙양동,746,2018-07-16,26,9,992,N,경기도 의정부시 낙양동 746,966095.705503492,1973107.37723223,127.11510194577843,37.756985968129364
의정부시,민락센트럴17단지,민락동,891,2013-11-18,20,5,312,Y,경기도 의정부시 민락동 891,966055.074351192,1972581.50333982,127.11466527382474,37.75224472137691
의정부시,민락아크로빌 A동,민락동,611-19,2020-07-21,11,1,20,N,경기도 의정부시 민락동 611-19,964007.84057194,1971056.31779628,127.09150165295402,37.73841986110573
의정부시,민락아크로빌 B동,민락동,611-2,2020-07-21,10,1,25,N,경기도 의정부시 민락동 611-2,963993.649603199,1971076.36000086,127.09133960119173,37.738599944669296
의정부시,민락아크로빌 C동,민락동,611-5,2020-07-21,9,1,28,N,경기도 의정부시 민락동 611-5,963967.959587333,1971076.04839853,127.09104805011063,37.738596124983886
의정부시,민락엘레트19단지,민락동,890,2017-11-16,25,11,1540,Y,경기도 의정부시 민락동 890,966133.529579113,1972326.72010402,127.11556774127781,37.74995124832919
