철도운영기관명,선명,역명,지번주소,도로명주소
서울9호선,9호선,개화,서울특별시 강서구 개화동 493-2,서울특별시 강서구 개화동로 8길 38
서울9호선,9호선,김포공항,서울특별시 강서구 방화동 886,서울특별시 강서구 하늘길 77
서울9호선,9호선,공항시장,서울특별시 강서구 공항동 산 20-2,서울특별시 강서구 방화동로 30
서울9호선,9호선,신방화,서울특별시 강서구 방화동 217-156,서울특별시 강서구 방화대로 301
서울9호선,9호선,마곡나루,서울특별시 강서구 마곡동 367-6,서울특별시 강서구 마곡중앙5로 2
서울9호선,9호선,양천향교,서울특별시 강서구 가양동 159-3,서울특별시 강서구 양천로 341
서울9호선,9호선,가양,서울특별시 강서구 가양동 14-61,서울특별시 강서구 양천로 485
서울9호선,9호선,증미,서울특별시 강서구 등촌동 666-40,서울특별시 강서구 양천로 560
서울9호선,9호선,등촌,서울특별시 강서구 등촌동 666-94,서울특별시 강서구 공항대로 529
서울9호선,9호선,염창,서울특별시 강서구 염창동 284-84,서울특별시 강서구 공항대로 631
서울9호선,9호선,신목동,서울특별시 양천구 목동 136-2,서울특별시 양천구 목동중앙로 217
서울9호선,9호선,선유도,서울특별시 영등포구 양평동5가 66-1,서울특별시 영등포구 양평로 124
서울9호선,9호선,당산,서울특별시 영등포구 당산동6가 227-1,서울특별시 영등포구 양평로 40
서울9호선,9호선,국회의사당,서울특별시 영등포구 여의도동 1-6,서울특별시 영등포구 국회대로 758
서울9호선,9호선,여의도,서울특별시 영등포구 여의도동 2-6,서울특별시 영등포구 의사당대로 101
서울9호선,9호선,샛강,서울특별시 영등포구 여의도동 5-6,서울특별시 영등포구 의사당대로 166
서울9호선,9호선,노량진,서울특별시 동작구 노량진동 60-11,서울특별시 동작구 노량진로 130
서울9호선,9호선,노들,서울특별시 동작구 본동 344-10,서울특별시 동작구 노량진로 238
서울9호선,9호선,흑석(중앙대입구),서울특별시 동작구 흑석동 4,서울특별시 동작구 현충로 90
서울9호선,9호선,동작(현충원),서울특별시 동작구 동작동 326,서울특별시 동작구 현충로 220
서울9호선,9호선,구반포,서울특별시 서초구 반포동 817,서울특별시 서초구 신반포로 17
서울9호선,9호선,신반포,서울특별시 서초구 반포동 128-1,서울특별시 서초구 신반포로 105
서울9호선,9호선,고속터미널,서울특별시 서초구 반포동 19-11,서울특별시 서초구 신반포로 188
서울9호선,9호선,사평,서울특별시 서초구 반포동 128-7,서울특별시 서초구 사평대로 285
서울9호선,9호선,신논현,서울특별시 강남구 역삼동 800,서울특별시 강남구 봉은사로 102
서울9호선,9호선,언주,서울특별시 강남구 논현동 279-165,서울특별시 강남구 봉은사로 201
서울9호선,9호선,선정릉,서울특별시 강남구 삼성동 111-114,서울특별시 강남구 선릉로 580
서울9호선,9호선,삼성중앙,서울특별시 강남구 삼성동 111-147,서울특별시 강남구 봉은사로 501
서울9호선,9호선,봉은사,서울특별시 강남구 삼성동 172,서울특별시 강남구 봉은사로 601
서울9호선,9호선,종합운동장,서울특별시 송파구 잠실동 123,서울특별시 송파구 올림픽로 23
서울9호선,9호선,삼전,서울특별시 송파구 잠실동 289,서울특별시 송파구 백제고분로  187
서울9호선,9호선,석촌고분,서울특별시 송파구 삼전동180-8,서울특별시 송파구 삼학사로  53 
서울9호선,9호선,석촌,서울특별시 송파구 석촌동 209,서울특별시 송파구 송파대로  439
서울9호선,9호선,송파나루,서울특별시 송파구 방이동 2,서울특별시 송파구 백제고분로  446
서울9호선,9호선,한성백제,서울특별시 송파구 방이동 88-21,서울특별시 송파구 위례성대로  51
서울9호선,9호선,올림픽공원(한국체대),서울특별시 송파구 방이동 88-26,서울특별시 송파구 양재대로  1233
서울9호선,9호선,둔촌오륜,서울특별시 강동구 둔촌동 227-7,서울특별시 강동구 강동대로 303
서울9호선,9호선,중앙보훈병원,서울특별시 강동구 둔촌동 8-1,서울특별시 강동구 명일로  117
